시군명,농장명,축종명,상세구분,사육두수(마리),소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,데이터기준일자,비고
양주시,금성농장,닭,산란계,30000,11426,경기도 양주시 은현면 은남로203번길 96-28,경기도 양주시 은현면 봉암리 84번지,37.8966862000,127.0101582000,20181205,
양주시,금성농장,닭,육계,55000,11494,경기도 양주시 만송로366번길 139,경기도 양주시 만송동 58번지 21호,37.7888405000,127.0991752000,20181205,
양주시,나리농장,닭,육계,35000,11426,경기도 양주시 은현면 은현로242번길 19,경기도 양주시 은현면 하패리 686번지 1호,37.8905762000,127.0239245000,20181205,
양주시,대연농장,닭,육계,22000,11475,경기도 양주시 율정동 78번지 2호,경기도 양주시 율정동 78번지 2호,37.8174494000,127.1053452000,20181205,
양주시,도하 2농장,닭,산란계,30000,11431,경기도 양주시 은현면 도하리 250-1번지,경기도 양주시 은현면 도하리 250-1번지,37.8445579000,127.0114368000,20181205,
양주시,도하농장,닭,산란계,40000,11431,경기도 양주시 은현면 그루고개로426번길 60-6,경기도 양주시 은현면 도하리 206번지,37.8460264000,127.0119824000,20181205,
양주시,만송농장,닭,육계,40000,11494,경기도 양주시 만송로367번길 115,경기도 양주시 만송동 210번지,37.7956740000,127.0938138000,20181205,
양주시,무궁화농장,닭,산란계,70000,11427,경기도 양주시 은현면 은현로56번길 127,경기도 양주시 은현면 선암리 367번지,37.8762775000,127.0282964000,20181205,
양주시,백산농장,닭,육계,21000,11424,경기도 양주시 광적면 부흥로230번길 262-46,경기도 양주시 광적면 비암리 96번지,37.8022023000,126.9332775000,20181205,
양주시,백석농장,닭,육계,40000,11504,경기도 양주시 백석읍 중앙로254번길 173-22,경기도 양주시 백석읍 오산리 211번지 2호,37.8054471000,126.9858831000,20181205,
양주시,살구골농장,닭,육계,500,11432,경기도 양주시 은현면 삼일로342번길 116,경기도 양주시 은현면 도하리 623번지,37.8475312000,126.9973487000,20181205,
양주시,삼일농장,닭,산란계,60000,11426,경기도 양주시 은현면 화합로691번길 83-66,경기도 양주시 은현면 운암리 440번지 1호,37.8761629000,127.0103721000,20181205,
양주시,삼형농장,닭,산란계,38000,11403,경기도 양주시 남면 은남로119번길 233,경기도 양주시 남면 한산리 26번지 3호,37.9052452000,127.0035755000,20181205,
양주시,서울농장,닭,산란계,39000,11426,경기도 양주시 은현면 하패리 625번지,경기도 양주시 은현면 하패리 625번지,37.8826117000,127.0251272000,20181205,
양주시,선암농장,닭,산란계,100000,11427,경기도 양주시 은현면 은현로56번길 127,경기도 양주시 은현면 선암리 366번지,37.8764669000,127.0274326000,20181205,
양주시,성규농장,닭,산란계,27000,11426,경기도 양주시 은현면 은현로257번길 20,경기도 양주시 은현면 하패리 888번지 5호,37.8907479000,127.0207869000,20181205,
양주시,세바,닭,산란계,30000,11413,경기도 양주시 남면 경신리 산 39번지,경기도 양주시 남면 경신리 산 39번지,37.8559707000,126.9789856000,20181205,
양주시,세인농장,닭,산란계,20000,11432,경기도 양주시 은현면 그루고개로371번길 131-18,경기도 양주시 은현면 도하리 655번지 2호 외 2번지,37.8431708000,127.0008255000,20181205,
양주시,승호농장,닭,산란계,28000,,경기도 양주시 은현면 봉암리 산11번지,경기도 양주시 은현면 봉암리 산11번지,37.9237682000,127.0090917000,20181205,
양주시,신춘추농장,닭,산란계,99000,11516,경기도 양주시 백석읍 중앙로223번길 162,경기도 양주시 백석읍 가업리 13번지 1호,37.7938149000,126.9803226000,20181205,
양주시,쌍알농장,닭,산란계,20000,11426,경기도 양주시 은현면 은남로203번길 118,경기도 양주시 은현면 봉암리 62-1번지,37.8975782000,127.0081800000,20181205,
양주시,애정농장,닭,육계,22000,11405,경기도 양주시 남면 삼일로 834,경기도 양주시 남면 입암리 229번지,37.8880822000,126.9949357000,20181205,
양주시,양주육계농장,닭,육계,57000,11406,경기도 양주시 남면 감악산로216번길 124,경기도 양주시 남면 구암리 2번지 1호,37.8867746000,126.9839888000,20181205,
양주시,에그콜,닭,산란계,69000,11426,경기도 양주시 남면 운하로99번길 345,경기도 양주시 남면 한산리 578번지 2호,37.8928574000,127.0032115000,20181205,
양주시,에그트리,닭,산란계,70000,11414,경기도 양주시 광적면 삼일로 266-13,경기도 양주시 광적면 석우리 6번지 3호,37.8420260000,126.9906576000,20181205,
양주시,영광농장,닭,산란계,23000,11516,경기도 양주시 백석읍 중앙로 383-45,경기도 양주시 백석읍 가업리 346번지 1호,37.8013091000,126.9726560000,20181205,
양주시,영훈목장,닭,육계,26000,11426,경기도 양주시 은현면 운하로101번길 122,경기도 양주시 은현면 운암리 386번지,37.8845506000,127.0097364000,20181205,
양주시,영흥농장,닭,산란계,48000,11403,경기도 양주시 남면 은남로119번길 241-25,경기도 양주시 남면 한산리 25번지 1호,37.9047407000,127.0024611000,20181205,
양주시,월암농장,닭,육계,39000,11503,경기도 양주시 백석읍 연곡로 30,경기도 양주시 백석읍 오산리 704번지 1호,37.8057229000,126.9695542000,20181205,
양주시,유천1농장,닭,산란계,65000,11431,경기도 양주시 은현면 그루고개로384번길 11-13,경기도 양주시 은현면 도하리 243번지,37.8448373000,127.0105393000,20181205,
양주시,유한농장,닭,산란계,30000,11429,경기도 양주시 은현면 화합로1080번길 92-63,경기도 양주시 은현면 용암리 850번지,37.8522497000,127.0274814000,20181205,
양주시,은혜2농장,닭,육계,30000,11426,경기도 양주시 은현면 하패리 243번지 1호,경기도 양주시 은현면 하패리 243번지 1호,37.8821312000,127.0376193000,20181205,
양주시,은혜농장,닭,육계,10000,11426,경기도 양주시 은현면 화합로788번길 190,경기도 양주시 은현면 운암리 516번지 2호,37.8644686000,127.0120187000,20181205,
양주시,이천농장,닭,산란계,35000,11517,경기도 양주시 백석읍 양주산성로 864-8,경기도 양주시 백석읍 홍죽리 340번지 18호,37.7943969000,126.9660737000,20181205,
양주시,이화팜,닭,산란계,30000,11403,경기도 양주시 남면 삼육사로 286-99,경기도 양주시 남면 한산리 555번지 119호,37.8995510000,126.9942637000,20181205,
양주시,장수축산농장,닭,산란계,42000,11413,경기도 양주시 남면 화합로430번길 387,경기도 양주시 남면 경신리 205번지,37.8545562000,126.9787360000,20181205,
양주시,종인농장,닭,육계,20000,11485,경기도 양주시 삼숭로129번길 76,경기도 양주시 삼숭동 572번지 1호,37.8034761000,127.0938461000,20181205,
양주시,준준농장,닭,육계,50000,11427,경기도 양주시 은현면 은현로 73-84,경기도 양주시 은현면 선암리 342번지 32호,37.8765760000,127.0219883000,20181205,
양주시,칠성농장,닭,산란계,22000,11448,경기도 양주시 칠봉산로314번길 122-34,경기도 양주시 봉양동 428번지 7호,37.8623365000,127.0784520000,20181205,
양주시,태양농장,닭,산란계,90000,11426,경기도 양주시 은현면 은현로312번길 121-213,경기도 양주시 은현면 하패리 804번지 1호,37.8981895000,127.0211526000,20181205,
양주시,한산농장,닭,산란계,28000,11404,경기도 양주시 남면 삼육사로194번길 126,경기도 양주시 남면 신산리 141번지 2호,37.8947478000,126.9837707000,20181205,
양주시,홍일농장,닭,육계,36000,11516,경기도 양주시 백석읍 양주산성로732번길 69-29,경기도 양주시 백석읍 가업리 258번지,37.7884531000,126.9751020000,20181205,
양평군,가나안농장,육계,육계,42000,12543,경기도 양평군 지평면 대평로 364,경기도 양평군 지평면 대평리 5번지,37.4379241000,127.6471280000,20190530,
양평군,가을농장,육계,육계,50000,12543,경기도 양평군 지평면 대평로 364,경기도 양평군 지평면 대평리 5번지,37.4393360000,127.6492757000,20190530,
양평군,강**,육계,육계,30000,12530,경기도 양평군 청운면 여물길 153-5,경기도 양평군 청운면 여물리 216,37.5678266000,127.7026209000,20190530,
양평군,개군농장,육계,육계,60000,12569,경기도 양평군 개군면 내리길 140,경기도 양평군 개군면 내리 40-1번지,37.4389213000,127.5703569000,20190530,
양평군,고센농장,육계,육계,45000,12543,경기도 양평군 지평면 대평로 415-17,경기도 양평군 지평면 망미리 1127번지,37.4420351000,127.6483272000,20190530,
양평군,고송농장,육계,육계,30000,12533,경기도 양평군 양동면 윗고슬길 54,경기도 양평군 양동면 고송리 889번지,37.4785325000,127.6962930000,20190530,
양평군,구구농장,육계,육계,25000,12512,경기도 양평군 용문면 망능길266번길 13,경기도 양평군 용문면 망능리 160-1번지,37.5480726000,127.6381281000,20190530,
양평군,국수농장,육계,육계,50000,12580,경기도 양평군 양서면 왯재길10번길 6,경기도 양평군 양서면 국수리 52-2번지,37.5214048000,127.4037116000,20190530,
양평군,굿모닝메추팜,메추리,,200000,12544,경기도 양평군 지평면 밤벌길 56,경기도 양평군 지평면 수곡리 464번지 외 3필지,37.4323658000,127.5952996000,20190530,
양평군,금산농장,육계,육계,25040,12541,경기도 양평군 지평면 금의길 159-1,경기도 양평군 지평면 월산리 473번지,37.4738591000,127.6579384000,20190530,
양평군,김**,육계,육계,22000,12536,경기도 양평군 양동면 윗목골길 58,경기도 양평군 양동면 석곡리 83번지,37.4234313000,127.7646174000,20190530,
양평군,김**,육계,육계,40000,12534,경기도 양평군 양동면 양동로 1031,경기도 양평군 양동면 금왕리 464-1번지,37.4783919000,127.7301738000,20190530,
양평군,김**,육계,육계,120,12538,경기도 양평군 양동면 여양3로 636-10,경기도 양평군 양동면 단석리 105-1번지,37.4011510000,127.7431823000,20190530,
양평군,김**,육계,육계,40000,12544,경기도 양평군 지평면 고재길 60,경기도 양평군 지평면 곡수리 517번지,37.4246191000,127.6091681000,20190530,
양평군,대산농장,육계,육계,60000,12524,경기도 양평군 용문면 수곡안말길 265,경기도 양평군 용문면 화전리 1115번지,37.4575845000,127.5971034000,20190530,
양평군,대아농장,산란계,산란계,7000,12580,경기도 양평군 양서면 증동길316번길 25,경기도 양평군 양서면 증동리 325번지,37.5355170000,127.4185407000,20190530,
양평군,대천농장,메추리,,60000,12506,경기도 양평군 옥천면 용천로 125,경기도 양평군 옥천면 용천리 248-6번지,37.5349049000,127.4869755000,20190530,
양평군,댄디농장,육계,육계,53000,12566,경기도 양평군 개군면 댓골길 74,경기도 양평군 개군면 공세리 22-1번지,37.4533876000,127.5481454000,20190530,
양평군,돌담농장,메추리,,60000,12567,경기도 양평군 개군면 개군산로7번길 32,경기도 양평군 개군면 석장리 987번지,37.4591125000,127.5294813000,20190530,
양평군,동남,산란계,산란계,15000,12538,경기도 양평군 양동면 송석1길 28,경기도 양평군 양동면 단석리 501-5번지,37.3979460000,127.7295480000,20190530,
양평군,마**,육계,육계,50000,12564,경기도 양평군 양평읍 양근로345번길 74,경기도 양평군 양평읍 도곡리 878-1번지,37.4831087000,127.5081680000,20190530,
양평군,목산농장,오리,오리,16000,12544,경기도 양평군 지평면 수곡로 64-25,경기도 양평군 지평면 수곡리 산 4번지 1호,37.4222561000,127.6043366000,20190530,
양평군,민희농장,육계,육계,38800,12532,경기도 양평군 청운면 버덩길21번길 49-5,경기도 양평군 청운면 갈운리 245-1번지,37.5404171000,127.7752310000,20190530,
양평군,박**,육계,육계,35000,12534,경기도 양평군 양동면 몰운고갯길 803-7,경기도 양평군 양동면 금왕리 89번지,37.4863093000,127.7378145000,20190530,
양평군,병산리농장,산란계,산란계,20000,12571,경기도 양평군 강상면 백병길 4,경기도 양평군 강상면 병산리 945-3번지,37.4885831000,127.4627283000,20190530,
양평군,보성농장,육계,육계,100000,12570,경기도 양평군 개군면 해랭이골길 179-30,경기도 양평군 개군면 계전리 159-10번지,37.4177323000,127.5828601000,20190530,
양평군,부목농장,육계,육계,50000,12532,경기도 양평군 청운면 버덩길21번길 10,경기도 양평군 청운면 갈운리 217번지,37.5370818000,127.7768711000,20190530,
양평군,부일농장,육계,육계,20000,12544,경기도 양평군 지평면 광양마을길 110,경기도 양평군 지평면 옥현리 285-1번지,37.4520614000,127.6199677000,20190530,
양평군,부일농장,육계,육계,50000,12544,경기도 양평군 지평면 부일길 46,경기도 양평군 지평면 옥현리 1374번지,37.4520614000,127.6199677000,20190530,
양평군,부흥농장,육계,육계,70000,12532,경기도 양평군 청운면 버덩길 55-13,경기도 양평군 청운면 갈운리 298번지,37.5368541000,127.7731125000,20190530,
양평군,새벽농장,육계,육계,80000,12528,경기도 양평군 단월면 석산로,경기도 양평군 단월면 향소리 91,37.5569510000,127.6617660000,20190530,
양평군,서우농원,메추리,,200000,12570,경기도 양평군 개군면 윗터길 68,경기도 양평군 개군면 자연리 35-1번지,37.4295070000,127.5625806000,20190530,
양평군,석장양계,산란계,산란계,10000,12567,경기도 양평군 개군면 뒷굴길 70,경기도 양평군 개군면 석장리 306-1번지,37.4519437000,127.5185591000,20190530,
양평군,선진농장,육계,육계,30000,12541,경기도 양평군 지평면 지평햇골길 30,경기도 양평군 지평면 지평리 114번지,37.4707567000,127.6436906000,20190530,
양평군,섬이농장,산란계,산란계,600,12525,경기도 양평군 단월면 한서로,경기도 양평군 단월면 석산리 488,37.6309837000,127.5830519000,20190530,
양평군,성웅농장,육계,육계,60000,12539,경기도 양평군 양동면 지두독길 33,경기도 양평군 양동면 쌍학리 77-1번지,37.4087619000,127.7535694000,20190530,
양평군,세계치킨,육계,육계,30000,12548,경기도 양평군 양평읍 천변길74번길 10-10,경기도 양평군 양평읍 대흥리 317번지,37.4923635000,127.5463594000,20190530,
양평군,송**,육계,육계,30000,12532,경기도 양평군 청운면 증안골1길 41,경기도 양평군 청운면 갈운리 58번지,37.5299679000,127.7858707000,20190530,
양평군,송현농장,육계,육계,50000,12541,경기도 양평군 지평면 그릇고갯길 194,경기도 양평군 지평면 송현리 398-41번지,37.4821085000,127.6183831000,20190530,
양평군,송현양계장,육계,육계,70000,12541,경기도 양평군 지평면 산허머리길,경기도 양평군 지평면 송현리 212,37.4863331000,127.6305497000,20190530,
양평군,수라네농장,육계,육계,50000,12532,경기도 양평군 청운면 갈운양지마을1길 9-14,경기도 양평군 청운면 갈운리 434번지,37.5433541000,127.7697283000,20190530,
양평군,수르메기농장,산란계,산란계,1000,12579,경기도 양평군 양서면 목왕로,경기도 양평군 양서면 목왕리 439번지 1호,37.5527810000,127.3741210000,20190530,
양평군,숲속작은나라,산란계,산란계,900,12528,경기도 양평군 단월면 석산로 513-56,경기도 양평군 단월면 향소리 1033-8번지,37.5860195000,127.6266533000,20190530,
양평군,신복농장,육계,육계,40000,12505,경기도 양평군 옥천면 신촌길 87-1,경기도 양평군 옥천면 신복리 311-2번지,37.5356837000,127.4564778000,20190530,
양평군,신지농장,육계,육계,35000,12532,경기도 양평군 청운면 풀무골길 56-10,경기도 양평군 청운면 갈운리 556번지,37.5380786000,127.7635079000,20190530,
양평군,아름다운농장,육계,육계,30000,12532,경기도 양평군 청운면 버덩길21번길 65,경기도 양평군 청운면 갈운리 303번지,37.5355247000,127.7752598000,20190530,
양평군,아리농장,육계,육계,53950,12530,경기도 양평군 청운면 여물길 153-5,경기도 양평군 청운면 여물리 216번지,37.5417479000,127.7331535000,20190530,
양평군,안**,오리,오리,12000,12540,경기도 양평군 양동면 송우2길 15,경기도 양평군 양동면 삼산리 814번지,37.4022602000,127.7657019000,20190530,
양평군,안흥농장,육계,육계,32000,12575,경기도 양평군 강하면 전의6길 2,경기도 양평군 강하면 전수리 559-8번지,37.5009138000,127.4226009000,20190530,
양평군,양동농장,산란계,산란계,8500,12538,경기도 양평군 양동면 원양1로 354,경기도 양평군 양동면 단석리 83-3번지,37.4073974000,127.7556227000,20190530,
양평군,양평샘꼴농장,산란계,산란계,800,12570,경기도 양평군 개군면 소감터길 77-69,경기도 양평군 개군면 계전리 738-1번지,37.4195072000,127.5604163000,20190530,
양평군,엄지농장,육계,육계,30000,12546,경기도 양평군 양평읍 잿말길 72,경기도 양평군 양평읍 덕평리 151-4번지,37.5091912000,127.5020554000,20190530,
양평군,에코농원,육계,육계,30000,12532,경기도 양평군 청운면 갈운양지마을2길 32,경기도 양평군 청운면 갈운리 190번지,37.5415246000,127.7794516000,20190530,
양평군,영육영농조합법인,육계,육계,180000,12548,경기도 양평군 양평읍 경강로 2277-21,경기도 양평군 양평읍 백안리 231외 7필지,37.4953615000,127.5309796000,20190530,
양평군,영진농장,육계,육계,60000,12530,경기도 양평군 청운면 백동길 35-42,경기도 양평군 청운면 비룡리 254번지,37.5403287000,127.6810696000,20190530,
양평군,왕별농장,육계,육계,25000,12567,경기도 양평군 개군면 뒷굴길 51-14,경기도 양평군 개군면 석장리 726번지,37.4537269000,127.5207865000,20190530,
양평군,용문농장,육계,육계,33000,12512,경기도 양평군 용문면 상망길 179-15,경기도 양평군 용문면 망능리 46-3번지,37.5349388000,127.6460156000,20190530,
양평군,우미농장,육계,육계,113,12512,경기도 양평군 용문면 상망길54번길 13-5,경기도 양평군 용문면 망능리 459-5번지,37.5382454000,127.6343223000,20190530,
양평군,으뜸농장,육계,육계,36000,12524,경기도 양평군 용문면 수곡안말길 256,경기도 양평군 용문면 화전리 1144번지,37.4568612000,127.5976063000,20190530,
양평군,이**,육계,육계,10500,12544,경기도 양평군 지평면 지평로 734-16,경기도 양평군 지평면 옥현리 1350-2번지,37.4478093000,127.6215827000,20190530,
양평군,이**,육계,육계,70000,12541,경기도 양평군 지평면 지평햇골길 46,경기도 양평군 지평면 지평리 115번지,37.4699217000,127.6431635000,20190530,
양평군,이**,육계,육계,38000,12537,경기도 양평군 양동면 매월길 290-1,경기도 양평군 양동면 매월리 728번지,37.4315363000,127.7206025000,20190530,
양평군,이**,육계,육계,24000,12528,경기도 양평군 단월면 향소절골길 73-14,경기도 양평군 단월면 향소리 674번지,37.5618011000,127.6501512000,20190530,
양평군,자연농장,산란계,산란계,1000,12561,경기도 양평군 양평읍 도토리길 24,경기도 양평군 양평읍 양근리 192-243번지,37.4264870000,127.5567010000,20190530,
양평군,장**,육계,육계,25000,12532,경기도 양평군 청운면 버덩길 48,경기도 양평군 청운면 갈운리 313번지,37.5380280000,127.7740863000,20190530,
양평군,정**,육계,육계,25000,12544,경기도 양평군 지평면 아래솔고갯길 19-36,경기도 양평군 지평면 옥현리 1952번지,37.4452527000,127.6246014000,20190530,
양평군,정**,육계,육계,28000,12540,경기도 양평군 양동면 양서북로 98-20,경기도 양평군 양동면 삼산리 118-3번지,37.4230142000,127.7650425000,20190530,
양평군,제일농장,육계,육계,55000,12544,경기도 양평군 지평면 중간담길 60,경기도 양평군 지평면 옥현리 1515번지,37.4431990000,127.6158608000,20190530,
양평군,조**,육계,육계,20000,12512,경기도 양평군 용문면 망능길 280,경기도 양평군 용문면 망능리 165-6번지,37.5485220000,127.6383243000,20190530,
양평군,조**,육계,육계,30000,12528,경기도 양평군 단월면 향소절골길 73-10,경기도 양평군 단월면 향소리 673외3필지,37.5619882000,127.6505489000,20190530,
양평군,주승,육계,육계,18000,12575,경기도 양평군 강하면 전의6길 18,경기도 양평군 강하면 전수리 569번지 1호,37.5009138000,127.4226009000,20190530,
양평군,주안농장,육계,육계,50000,12532,경기도 양평군 청운면 증안골1길 29-16,경기도 양평군 청운면 갈운리 60-1번지,37.5333035000,127.7882814000,20190530,
양평군,준성농장,메추리,,60000,12564,경기도 양평군 양평읍 양근로345번길 110,경기도 양평군 양평읍 도곡리 770-3번지,37.4834748000,127.5131452000,20190530,
양평군,준식농장,육계,육계,45000,12506,경기도 양평군 옥천면 마유산로 390-33,경기도 양평군 옥천면 옥천리 83-2번지,37.5233575000,127.4795593000,20190530,
양평군,창우농장,육계,육계,40000,12530,경기도 양평군 청운면 백동길 35-30,경기도 양평군 청운면 비룡리 233-1번지,37.5408791000,127.6824889000,20190530,
양평군,청계농장,육계,육계,50000,12580,경기도 양평군 양서면 청계길165번길 25-19,경기도 양평군 양서면 청계리 277-3번지,37.5377649000,127.4120926000,20190530,
양평군,청구농장,육계,육계,35000,12529,경기도 양평군 단월면 되퇴울길 17,경기도 양평군 단월면 보룡리 405번지,37.5437409000,127.6624078000,20190530,
양평군,터골농장,육계,육계,60000,12529,경기도 양평군 단월면 터골길114번길 24,경기도 양평군 단월면 봉상리 190번지,37.5256581000,127.6494315000,20190530,
양평군,평화농장,육계,육계,55000,12543,경기도 양평군 지평면 절운5길 116,경기도 양평군 지평면 망미리 613번지,37.4505573000,127.6518246000,20190530,
양평군,하갈농장,육계,육계,45000,12532,경기도 양평군 청운면 증골길24번길 50,경기도 양평군 청운면 갈운리 769번지,37.5421927000,127.7555954000,20190530,
양평군,향소농장,육계,육계,40000,12528,경기도 양평군 단월면 석산로 36,경기도 양평군 단월면 향소리 81-1번지,37.5595090000,127.6537010000,20190530,
양평군,황**,육계,육계,35000,12569,경기도 양평군 개군면 내리길 68,경기도 양평군 개군면 내리 325번지,37.4405046000,127.5633065000,20190530,
양평군,휘성농장,산란계,산란계,96000,12563,경기도 양평군 양평읍 양근로441번길 40-20,경기도 양평군 양평읍 창대리 70번지,37.4777813000,127.5171199000,20190530,
양평군,희망농장,육계,육계,45000,12532,경기도 양평군 청운면 증골길 52,경기도 양평군 청운면 갈운리 928번지,37.5455744000,127.7508429000,20190530,
여주시,(주)부영,메추리,,300000,12607,경기도 여주시 흥천면 종다람길 78,경기도 여주시 흥천면 신근리 248-30번지,37.3182979000,127.5565090000,20181231,
여주시,**,닭,토종닭,38,12604,경기도 여주시 금사면 뒷머리길 4,경기도 여주시 금사면 이포리 206-2번지,37.3937070000,127.5320047000,20181231,
여주시,**,닭,토종닭,1,12617,경기도 여주시 강천면 부평로 111,경기도 여주시 강천면 부평리 501-2번지,37.2660311000,127.7484638000,20181231,
여주시,***,닭,산란계,500,12642,,경기도 여주시 능서면 내양리 291-200,37.3401036000,127.5807279000,20181231,
여주시,***,닭,산란계,800,12666,경기도 여주시 점동면 처리1길 54-44,경기도 여주시 점동면 처리 289-1번지,37.2298693000,127.6754171000,20181231,
여주시,***,닭,육계,72440,12612,경기도 여주시 북내면 여강로 471-33,경기도 여주시 북내면 장암리 268-37번지,37.3397116000,127.6863821000,20181231,
여주시,***,닭,토종닭,16,12663,경기도 여주시 가남읍 댓절길 10,경기도 여주시 가남읍 대신리 434-7번지,37.1926767000,127.5249899000,20181231,
여주시,***,닭,토종닭,20,12663,경기도 여주시 가남읍 은봉길 100,경기도 여주시 가남읍 은봉리 532-2번지,37.1857581000,127.5525896000,20181231,
여주시,***,닭,토종닭,10,12660,경기도 여주시 가남읍 송림2길 12,경기도 여주시 가남읍 송림리 27-1번지,37.1860652000,127.6372007000,20181231,
여주시,***,닭,토종닭,20,12655,경기도 여주시 가남읍 상활2길 70-11,경기도 여주시 가남읍 상활리 390-1번지,37.2358910000,127.5267865000,20181231,
여주시,***,닭,토종닭,10,12617,경기도 여주시 강천면 원심동1길 90,경기도 여주시 강천면 도전리 392번지,37.3536890000,127.7499845000,20181231,
여주시,***,닭,토종닭,3,12614,경기도 여주시 북내면 여강로 353,경기도 여주시 북내면 신접리 199-1번지,37.3311039000,127.6853789000,20181231,
여주시,***,닭,토종닭,70,12603,경기도 여주시 산북면 후리길 116,경기도 여주시 산북면 후리 112번지,37.3920935000,127.4562661000,20181231,
여주시,***,닭,토종닭,13,12653,경기도 여주시 세종로517번길 67,경기도 여주시 점봉동 39-1번지,37.2561669000,127.6550229000,20181231,
여주시,***,닭,토종닭,4,12654,경기도 여주시 주내로 494-15,경기도 여주시 우만동 3-1번지,37.2635540000,127.6761674000,20181231,
여주시,***,닭,토종닭,15,12654,경기도 여주시 멱곡2길 10-1,경기도 여주시 멱곡동 79-1번지,37.2503898000,127.6746639000,20181231,
여주시,***,닭,토종닭,16,12653,경기도 여주시 농산로 156-1,경기도 여주시 상거동 173-4번지,37.2503623000,127.6303904000,20181231,
여주시,***,닭,토종닭,32,12654,경기도 여주시 신단2길 151-41,경기도 여주시 우만동 19-2번지,37.2629698000,127.6743247000,20181231,
여주시,***,닭,토종닭,5,12634,경기도 여주시 연양길 28,경기도 여주시 연양동 207번지,37.2828293000,127.6693254000,20181231,
여주시,***,닭,토종닭,5,12634,경기도 여주시 칠산길 97,경기도 여주시 상동 509번지,37.2857164000,127.6474745000,20181231,
여주시,***,닭,토종닭,15,12659,경기도 여주시 주내로 737-30,경기도 여주시 멱곡동 381-1번지,37.2483925000,127.6645249000,20181231,
여주시,***,닭,토종닭,21,12653,경기도 여주시 세종로475번길 36,경기도 여주시 점봉동 387번지,37.2603586000,127.6480813000,20181231,
여주시,***,닭,토종닭,15,12634,경기도 여주시 연양길 99,경기도 여주시 연양동 254번지,37.2876930000,127.6680489000,20181231,
여주시,***,닭,토종닭,30,12634,경기도 여주시 매룡1길 26-4,경기도 여주시 매룡동 78-8번지,37.2836917000,127.6617442000,20181231,
여주시,***,닭,토종닭,37,12653,경기도 여주시 주내로 832-6,경기도 여주시 능현동 187번지,37.2565539000,127.6632437000,20181231,
여주시,***,닭,토종닭,5,12634,경기도 여주시 매룡2길 9-15,경기도 여주시 매룡동 49번지,37.2803892000,127.6642186000,20181231,
여주시,***,닭,토종닭,6,12634,경기도 여주시 용강길 141-1,경기도 여주시 매룡동 223-2번지,37.2831936000,127.6507795000,20181231,
여주시,***,닭,토종닭,4,12634,경기도 여주시 연양길 25-2,경기도 여주시 연양동 199번지,37.2832451000,127.6691036000,20181231,
여주시,***,닭,토종닭,33,12656,경기도 여주시 가남읍 양화로 168-3,경기도 여주시 가남읍 오산리 234-3번지,37.2380329000,127.5589755000,20181231,
여주시,***,닭,토종닭,15,12660,경기도 여주시 가남읍 송삼로 274-20,경기도 여주시 가남읍 송림리 258-1번지,37.1830666000,127.6368603000,20181231,
여주시,***,닭,토종닭,2,12660,경기도 여주시 가남읍 삼승1길 21-2,경기도 여주시 가남읍 삼승리 305-7번지,37.1744502000,127.6254496000,20181231,
여주시,***,닭,토종닭,3,12660,경기도 여주시 가남읍 송림2길 10,경기도 여주시 가남읍 송림리 28-2번지,37.1858934000,127.6373119000,20181231,
여주시,***,닭,토종닭,10,12661,경기도 여주시 가남읍 여주남로 1039-4,경기도 여주시 가남읍 삼군리 551-1번지,37.2169476000,127.5573449000,20181231,
여주시,***,닭,토종닭,4,12654,경기도 여주시 우만2길 4-3,경기도 여주시 우만동 126-9번지,37.2568647000,127.6752512000,20181231,
여주시,***,닭,토종닭,15,12654,경기도 여주시 주내로 502,경기도 여주시 우만동 31-1번지,37.2618584000,127.6764680000,20181231,
여주시,***,닭,토종닭,7,12654,경기도 여주시 우만2길 14-4,경기도 여주시 우만동 153번지,37.2566978000,127.6744945000,20181231,
여주시,***,닭,토종닭,5,12653,경기도 여주시 세종로 421-33,경기도 여주시 점봉동 406번지,37.2617542000,127.6449481000,20181231,
여주시,***,닭,토종닭,30,12634,경기도 여주시 연양길 108,경기도 여주시 연양동 256-1번지,37.2882985000,127.6677159000,20181231,
여주시,***,닭,토종닭,2,12654,경기도 여주시 우만2길 14-7,경기도 여주시 우만동 151-2번지,37.2571406000,127.6742730000,20181231,
여주시,***,닭,토종닭,17,12653,경기도 여주시 멱곡1길 5-1,경기도 여주시 멱곡동 303-2번지,37.2561363000,127.6654155000,20181231,
여주시,***,닭,토종닭,7,12654,경기도 여주시 신단2길 104-1,경기도 여주시 단현동 243-7번지,37.2673568000,127.6697189000,20181231,
여주시,***,닭,토종닭,3,12653,경기도 여주시 상거길 17,경기도 여주시 상거동 189-1번지,37.2491405000,127.6297266000,20181231,
여주시,***,닭,토종닭,5,12654,경기도 여주시 명성로 114-30,경기도 여주시 능현동 159-2번지,37.2605861000,127.6607763000,20181231,
여주시,***,닭,토종닭,5,12634,경기도 여주시 용강길 13,경기도 여주시 상동 84번지,37.2924967000,127.6482767000,20181231,
여주시,***,닭,토종닭,1,12654,경기도 여주시 멱곡2길 10-2,경기도 여주시 멱곡동 79번지,37.2504449000,127.6744728000,20181231,
여주시,***,닭,토종닭,5,12654,경기도 여주시 우만2길 3-7,경기도 여주시 우만동 155-3번지,37.2555848000,127.6753300000,20181231,
