시군명,농장명,상세구분,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,사육두수(마리)
안성시,준 농장,육계,17604,경기도 안성시 미양면 서변1길 55-24,경기도 안성시 미양면 강덕리 154번지 2호,127.2361878000,36.9493930000,50000
안성시,중대농장,산란계,17509,,경기도 안성시 보개면 불현리 산 119번지 1호,127.2875107000,37.0260881000,2000
안성시,지현농장,산란계,17536,경기도 안성시 금광면 구송동길 58,경기도 안성시 금광면 내우리 103번지 2호,127.3044225000,36.9972483000,300
안성시,진촌 농장,산란계,17564,경기도 안성시 공도읍 진건중길 114-6,경기도 안성시 공도읍 진사리 112번지 4호,127.1368059000,36.9869412000,13500
안성시,천일농장,육계,17509,경기도 안성시 보개면 곡천길 51-61,경기도 안성시 보개면 곡천리 118번지,127.2928710000,37.0289676000,30000
안성시,천호농장,육계,,,경기도 안성시 보개면 구사리 산 35번지 1호,127.3010009000,37.0301098000,40000
안성시,청산농장,산란계,17548,경기도 안성시 공도읍 문터길 87,경기도 안성시 공도읍 마정리 433번지 2호,127.1938251000,37.0153279000,100000
안성시,청원농장,산란계,17508,경기도 안성시 보개면 보개산로 291-44,경기도 안성시 보개면 북좌리 11번지,127.3375887000,37.0467990000,15000
안성시,태양농장,육계,17508,경기도 안성시 보개면 내방상삼로 168-32,경기도 안성시 보개면 상삼리 872번지 5호 외1 필지,127.3300074000,37.0273572000,29820
안성시,텃골축산,산란계,17531,경기도 안성시 일죽면 장암로 24-72,경기도 안성시 일죽면 장암리 411번지 27호 외 3필지,127.4665508000,37.0806592000,150000
안성시,판기농장,산란계,17564,경기도 안성시 공도읍 진건중길 102,경기도 안성시 공도읍 진사리 115번지 1호,127.1378294000,36.9876879000,13000
안성시,팔봉농장,육계,17531,경기도 안성시 일죽면 장암초교길 123-14,경기도 안성시 일죽면 장암리 438번지 3호,127.4584117000,37.0755457000,40000
안성시,팔상농장,육계,17526,경기도 안성시 일죽면 지내동길 84-1,경기도 안성시 일죽면 신흥리 540번지,127.4753195000,37.1145670000,30000
안성시,한다리농장,육계,17525,경기도 안성시 일죽면 한다리길 94-16,경기도 안성시 일죽면 방초리 1005번지 14호,127.4173559000,37.1190998000,70000
안성시,한미농장,산란계,17604,경기도 안성시 미양면 서미로 452-58,경기도 안성시 미양면 강덕리 50번지,127.2218567000,36.9631076000,1400
안성시,한신농장,육계,17531,경기도 안성시 일죽면 용설로 17-35,경기도 안성시 일죽면 죽림리 739번지,127.4409452000,37.0790175000,53000
안성시,한울농장,육계,17508,경기도 안성시 보개면 남사당로 429-57,경기도 안성시 보개면 신안리 336번지 2호 외 1(보개면 오두리 86),127.3079300000,37.0512941000,35000
안성시,해샘찬농장,산란계,17557,경기도 안성시 원곡면 원당로 243-40,경기도 안성시 원곡면 반제리 150번지,127.1650831000,37.0317430000,20000
안성시,현풍농장,육계,17507,경기도 안성시 보개면 남풍길 15,경기도 안성시 보개면 남풍리 939번지,127.3091514000,37.0782686000,30000
안성시,혜림농장,산란계,17547,경기도 안성시 대덕면 신두만곡로 280-30,경기도 안성시 대덕면 죽리 680번지 1호,127.2047142000,36.9858900000,45000
안성시,혜성농장,육계,17509,경기도 안성시 보개면 이전봉산길 29-46,경기도 안성시 보개면 적가리 173번지,127.2882885000,37.0537668000,30000
안성시,호야2농장,육계,17505,경기도 안성시 고삼면 윗갈미길 65,경기도 안성시 고삼면 대갈리 293번지 2호,127.2473244000,37.0720687000,30000
안성시,호야농장,육계,17505,경기도 안성시 고삼면 신창길 229-11,경기도 안성시 고삼면 대갈리 648번지 4호,127.2496211000,37.0694329000,70000
안성시,효성1농장,육계,17507,경기도 안성시 보개면 이전봉산길 31-87,경기도 안성시 보개면 이전리 416번지 1호,127.2865933000,37.0574112000,60000
안성시,효원농장,육계,17600,경기도 안성시 미양면 협동단지길 158-68,경기도 안성시 미양면 보체리 316번지 5호 외 7필지,127.2387717000,36.9645259000,140000
안성시,효원농장,육계,17600,경기도 안성시 미양면 협동단지길 158-68,경기도 안성시 미양면 보체리 316번지 3호,127.2382680000,36.9650315000,140000
안성시,흥안농장,육계,17527,경기도 안성시 일죽면 노동길 73,경기도 안성시 일죽면 능국리 674번지,127.4883479000,37.1127393000,32000
양주시,경희농장,육계,11514,경기도 양주시 백석읍 양주산성로 625-42,경기도 양주시 백석읍 복지리 286번지 1호,126.9850479000,37.7844278000,30000
양주시,곡산농장,육계,11427,경기도 양주시 은현면 화합로941번길 62-18,경기도 양주시 은현면 선암리 76번지 1호,127.0293491000,37.8641056000,70000
양주시,관우농장,육계,11516,경기도 양주시 백석읍 양주산성로732번길 154,경기도 양주시 백석읍 가업리 24번지 1호,126.9793243000,37.7912830000,50000
양주시,관우제2농장,육계,11516,,경기도 양주시 백석읍 가업리 235번지 1호,126.9760782000,37.7887867000,20000
양주시,광승농장,육계,11409,경기도 양주시 남면 감악산로83번길 393-25,경기도 양주시 남면 상수리 524번지,126.9795159000,37.8676109000,100
양주시,금성농장,산란계,11426,경기도 양주시 은현면 은남로203번길 96-28,경기도 양주시 은현면 봉암리 84번지,127.0101582000,37.8966862000,40000
양주시,금성농장,육계,11494,경기도 양주시 만송로366번길 139,경기도 양주시 만송동 58번지 21호,127.0991752000,37.7888405000,81000
양주시,나리농장,육계,11426,경기도 양주시 은현면 은현로242번길 19,경기도 양주시 은현면 하패리 686번지 1호,127.0239245000,37.8905762000,35000
양주시,나사로농장,육계,11411,,경기도 양주시 광적면 효촌리 425번지 3호,126.9536599000,37.8866307000,700
양주시,대연농장,육계,11475,,경기도 양주시 율정동 78번지 2호,127.1053452000,37.8174494000,33000
양주시,대풍농장,산란계,11413,경기도 양주시 남면 화합로430번길 330,경기도 양주시 남면 경신리 243번지 1호,126.9776799000,37.8527811000,50
양주시,도하 2농장,산란계,11431,,경기도 양주시 은현면 도하리 250번지,127.0110734000,37.8451436000,30000
양주시,도하농장,산란계,11431,경기도 양주시 은현면 그루고개로426번길 60-6,경기도 양주시 은현면 도하리 206번지,127.0119824000,37.8460264000,40000
양주시,두꺼비농장,육계,11489,,경기도 양주시 광사동 533번지 1호,127.0662634000,37.7750423000,400
양주시,두리농장,산란계,11426,경기도 양주시 은현면 은남로 160-74,경기도 양주시 은현면 봉암리 42번지 2호,127.0075656000,37.8913528000,20000
양주시,두영농장,산란계,11426,,경기도 양주시 은현면 봉암리 449번지,127.0059287000,37.8942178000,15000
양주시,만송농장,육계,11494,경기도 양주시 만송로367번길 115,경기도 양주시 만송동 210번지,127.0938138000,37.7956740000,30000
양주시,무궁화농장,산란계,11427,경기도 양주시 은현면 은현로56번길 127,경기도 양주시 은현면 선암리 367번지,127.0282964000,37.8762775000,70000
양주시,백산농장,육계,11424,경기도 양주시 광적면 부흥로230번길 262-46,경기도 양주시 광적면 비암리 96번지,126.9332775000,37.8022023000,15000
양주시,백석농장,육계,11504,경기도 양주시 백석읍 중앙로254번길 173-22,경기도 양주시 백석읍 오산리 211번지 2호,126.9858831000,37.8054471000,40000
양주시,백석농장,육계,11505,경기도 양주시 백석읍 부흥로1000번길 54,경기도 양주시 백석읍 방성리 123번지,126.9984307000,37.8043941000,28000
양주시,부영농장,산란계,11426,경기도 양주시 은현면 화합로691번길 83-66,경기도 양주시 은현면 운암리 440번지 1호,127.0103721000,37.8761629000,60000
양주시,살구골농장,육계,11432,경기도 양주시 은현면 삼일로342번길 116,경기도 양주시 은현면 도하리 623번지,126.9973487000,37.8475312000,500
양주시,삼형농장,산란계,11403,경기도 양주시 남면 은남로119번길 233,경기도 양주시 남면 한산리 26번지 3호,127.0035755000,37.9052452000,38000
양주시,서울농장,산란계,11426,경기도 양주시 은현면 은현로 138-77,경기도 양주시 은현면 하패리 625번지,127.0254341000,37.8826117000,39000
양주시,선암농장,산란계,11427,경기도 양주시 은현면 은현로56번길 127,경기도 양주시 은현면 선암리 366번지,127.0274326000,37.8764669000,100000
양주시,선태제2농장,육계,11516,경기도 양주시 백석읍 양주산성로800번길 158,경기도 양주시 백석읍 가업리 355번지 3호,126.9711024000,37.7966147000,20000
양주시,성익목장,육계,11448,경기도 양주시 칠봉산로227번길 75-34,경기도 양주시 봉양동 633번지,127.0744768000,37.8528071000,7844
양주시,세바환경,산란계,11413,,경기도 양주시 남면 경신리 산 39번지,126.9848572000,37.8682335000,8000
양주시,세인농장,산란계,11432,경기도 양주시 은현면 그루고개로371번길 131-18,경기도 양주시 은현면 도하리 655번지 2호 외 2번지,127.0008255000,37.8431708000,20000
양주시,수원농장,산란계,11426,경기도 양주시 은현면 은남로203번길 118,경기도 양주시 은현면 봉암리 87번지,127.0086574000,37.8970737000,26000
양주시,승천농장,산란계,11426,,경기도 양주시 은현면 봉암리 11번지,127.0157640000,37.9014696000,60000
양주시,신선 제2농장,산란계,11426,경기도 양주시 은현면 은현로257번길 20,경기도 양주시 은현면 하패리 888번지 5호,127.0212871000,37.8904145000,27000
양주시,신춘추농장,산란계,11516,경기도 양주시 백석읍 중앙로223번길 162,경기도 양주시 백석읍 가업리 13번지 1호,126.9803226000,37.7938149000,150000
양주시,쌍알농장,산란계,11426,,경기도 양주시 은현면 봉암리 62번지,127.0073159000,37.8969926000,20000
양주시,씨알농장,산란계,,,경기도 양주시 백석읍 오산리 산 8번지,126.9857012000,37.8064110000,8000
양주시,아태농장,산란계,11423,경기도 양주시 광적면 부흥로565번길 108-13,경기도 양주시 광적면 우고리 332번지,126.9596280000,37.8281712000,80
양주시,애정농장,육계,11405,경기도 양주시 남면 삼일로 834,경기도 양주시 남면 입암리 229번지,126.9949357000,37.8880822000,25000
양주시,양주바이오텍,산란계,11432,경기도 양주시 은현면 그루고개로143번길 368,경기도 양주시 은현면 도하리 691번지,126.9928502000,37.8425037000,60000
양주시,양주육계농장,육계,11406,경기도 양주시 남면 감악산로216번길 124,경기도 양주시 남면 구암리 2번지 1호,126.9839888000,37.8867746000,57000
양주시,에그콜,산란계,11426,경기도 양주시 남면 운하로99번길 345,경기도 양주시 남면 한산리 578번지 2호,127.0032115000,37.8928574000,80000
양주시,에그트리,산란계,11414,경기도 양주시 광적면 삼일로 266-13,경기도 양주시 광적면 석우리 6번지 3호,126.9906576000,37.8420260000,70000
양주시,영광농장,산란계,11516,경기도 양주시 백석읍 중앙로 383-45,경기도 양주시 백석읍 가업리 346번지 1호,126.9726560000,37.8013091000,21000
양주시,영우농장,산란계,11413,,경기도 양주시 남면 경신리 293번지 3호,126.9766323000,37.8591956000,25000
양주시,영훈목장,육계,11426,경기도 양주시 은현면 운하로101번길 122,경기도 양주시 은현면 운암리 386번지,127.0097364000,37.8845506000,30050
양주시,영흥농장,산란계,11403,경기도 양주시 남면 은남로119번길 241-25,경기도 양주시 남면 한산리 25번지 1호,127.0024611000,37.9047407000,48000
양주시,영흥제1농장,산란계,11464,경기도 양주시 천보산로100번길 9-5,경기도 양주시 회암동 161번지 1호,127.0980028000,37.8483668000,40000
양주시,월암농장,육계,11503,경기도 양주시 백석읍 연곡로 30,경기도 양주시 백석읍 오산리 704번지 1호,126.9695542000,37.8057229000,50000
양주시,유천1농장,산란계,11431,경기도 양주시 은현면 그루고개로384번길 11-13,경기도 양주시 은현면 도하리 243번지,127.0105393000,37.8448373000,65000
양주시,유한농장,산란계,11429,경기도 양주시 은현면 화합로1080번길 92-63,경기도 양주시 은현면 용암리 850번지,127.0274814000,37.8522497000,30000
양주시,은혜2농장,육계,11426,,경기도 양주시 은현면 하패리 243번지 1호,127.0376193000,37.8821312000,30000
양주시,은혜농장,육계,11426,경기도 양주시 은현면 화합로788번길 190,경기도 양주시 은현면 운암리 516번지 2호,127.0120187000,37.8644686000,10000
양주시,이강농장,육계,11489,경기도 양주시 부흥로 1896,경기도 양주시 광사동 182번지,127.0748947000,37.7917319000,30
양주시,이레농장,산란계,11403,,경기도 양주시 남면 한산리 517번지,126.9935700000,37.9003528000,35000
양주시,이천농장,산란계,11517,경기도 양주시 백석읍 양주산성로 864-8,경기도 양주시 백석읍 홍죽리 340번지 18호,126.9660737000,37.7943969000,30000
양주시,장수축산농장,산란계,11413,경기도 양주시 남면 화합로430번길 387,경기도 양주시 남면 경신리 206번지,126.9790429000,37.8542229000,60000
양주시,정현농장,육계,11426,경기도 양주시 은현면 은남로 226-75,경기도 양주시 은현면 하패리 1021번지,127.0155463000,37.8914153000,15000
양주시,종인농장,육계,11485,경기도 양주시 삼숭로129번길 76,경기도 양주시 삼숭동 572번지 1호,127.0938461000,37.8034761000,20000
양주시,주식회사 해원,산란계,11504,경기도 양주시 백석읍 권율로1398번길 160-54,경기도 양주시 백석읍 오산리 422번지 1호,126.9804339000,37.8010315000,14000
양주시,준준농장,육계,11427,경기도 양주시 은현면 은현로 73-84,경기도 양주시 은현면 선암리 342번지 32호,127.0219883000,37.8765760000,27000
양주시,진흥농장,육계,11510,경기도 양주시 백석읍 중앙로 159-19,경기도 양주시 백석읍 복지리 188번지 2호,126.9943216000,37.7921140000,45000
양주시,춘추농장,산란계,11516,,경기도 양주시 백석읍 가업리 13번지 3호,126.9807425000,37.7942564000,54000
양주시,태양농장,산란계,11426,경기도 양주시 은현면 은현로312번길 121-213,경기도 양주시 은현면 하패리 804번지 1호,127.0211526000,37.8981895000,67000
양주시,평촌농장,산란계,11520,경기도 양주시 장흥면 일영로 810-5,경기도 양주시 장흥면 일영리 317번지,126.9376362000,37.7133798000,120
양주시,한산농장,산란계,11404,경기도 양주시 남면 삼육사로194번길 126,경기도 양주시 남면 신산리 141번지 2호,126.9837707000,37.8947478000,28000
양주시,한영농장,육계,11429,경기도 양주시 은현면 화합로1094번길 76-7,경기도 양주시 은현면 용암리 769번지,127.0348424000,37.8480315000,25000
양주시,홍일농장,육계,11516,경기도 양주시 백석읍 양주산성로732번길 69-29,경기도 양주시 백석읍 가업리 258번지,126.9751020000,37.7884531000,50000
양주시,훈종농장,육계,11426,경기도 양주시 은현면 운하로 422-11,경기도 양주시 은현면 하패리 546번지,127.0345985000,37.8885557000,18000
양주시,희철농장,육계,11464,,경기도 양주시 회암동 475번지,127.0850604000,37.8471964000,17000
양평군,가나안농장,육계,12543,,경기도 양평군 지평면 대평리 5번지 2호,127.6467988000,37.4377547000,42000
양평군,강O석,육계,12530,경기도 양평군 청운면 여물길 153-5,경기도 양평군 청운면 여물리 216,127.7026208000,37.5678266000,30000
양평군,고송농장,육계,12533,,경기도 양평군 양동면 고송리 946-5,127.6969888000,37.4779788000,30000
양평군,구구농장,육계,12512,경기도 양평군 용문면 망능길 272,경기도 양평군 용문면 망능리 165-5,127.6381281000,37.5480726000,25000
양평군,국수농장,육계,12580,경기도 양평군 양서면 왯재길10번길 6,경기도 양평군 양서면 국수리 52-2,127.4037115000,37.5214048000,50000
양평군,금산농장,육계,12541,,경기도 양평군 지평면 월산리 376번지 1호 외1필지,127.6579383000,37.4738590000,25040
양평군,김O래,육계,12534,경기도 양평군 양동면 양동로 1031,경기도 양평군 양동면 금왕리 464-1,127.7296537000,37.4783951000,40000
양평군,김O복,육계,12507,,경기도 양평군 옥천면 옥천리 142,127.4734801000,37.5280489000,35000
양평군,김O연,육계,12540,,경기도 양평군 양동면 삼산리 119번지 5호,127.7646174000,37.4234313000,22000
양평군,김O환,육계,12544,경기도 양평군 지평면 고재길 60,경기도 양평군 지평면 곡수리 517,127.6091681000,37.4246191000,40000
양평군,대아농장,산란계,12580,경기도 양평군 양서면 증동길 246,경기도 양평군 양서면 증동리 504-1,127.4185406000,37.5355170000,5500
양평군,마O완,육계,12564,경기도 양평군 양평읍 양근로345번길 74,경기도 양평군 양평읍 도곡리 878-1,127.5081680000,37.4831087000,50000
양평군,민희농장,육계,12532,경기도 양평군 청운면 버덩길21번길 49-5,경기도 양평군 청운면 갈운리 245-1,127.7765941000,37.5343627000,38800
양평군,박O녀,육계,12534,,"경기도 양평군 양동면 금왕리 94,97",127.7345787000,37.4768150000,35000
양평군,벨라농장,육계,,,경기도 양평군 양동면 쌍학리 산 9번지 1호,127.7475970000,37.4181519000,12000
양평군,부일농장,육계,12544,경기도 양평군 지평면 부일길 72-11,경기도 양평군 지평면 옥현리 1423,127.6161891000,37.4529730000,20000
양평군,브니엘,육계,12543,경기도 양평군 지평면 대평로 550-8,경기도 양평군 지평면 망미리 529-1,127.6594952000,37.4476408000,28000
양평군,새벽농장,육계,12528,,경기도 양평군 단월면 향소리 91,127.6656271000,37.5584628000,80000
양평군,선진농장,육계,12541,경기도 양평군 지평면 지평햇골길 30,경기도 양평군 지평면 지평리 114,127.6436906000,37.4707567000,30000
양평군,세계치킨,육계,12548,경기도 양평군 양평읍 천변길74번길 10-10,경기도 양평군 양평읍 대흥리 317번지 1호 2필지,127.5465043000,37.4920836000,30000
양평군,송O자,육계,12532,,경기도 양평군 청운면 갈운리 93-1,127.7858706000,37.5299679000,28000
양평군,송현양계장,육계,12541,,경기도 양평군 지평면 송현리 212,127.6305497000,37.4863331000,70000
양평군,수라네농장,육계,12532,경기도 양평군 청운면 갈운양지마을1길 9-14,경기도 양평군 청운면 갈운리 434,127.7697282000,37.5433541000,45000
양평군,수르메기농장,산란계,12579,,경기도 양평군 양서면 목왕리 439-1,127.3744892000,37.5548997000,2000
양평군,신복농장,육계,12505,,경기도 양평군 옥천면 신복리 278,127.4556150000,37.5539318000,40000
양평군,신지농장,육계,12532,경기도 양평군 청운면 풀무골길 12-48,경기도 양평군 청운면 갈운리 617-1,127.7635079000,37.5380786000,35000
양평군,아름다운농장,육계,12532,경기도 양평군 청운면 버덩길21번길 63,경기도 양평군 청운면 갈운리 301,127.7749740000,37.5352472000,30000
양평군,아리농장,육계,12530,,경기도 양평군 청운면 용두리 49번지 외 1필지,127.7331535000,37.5417479000,53950
양평군,안흥농장,육계,12575,경기도 양평군 강하면 전의6길 18,경기도 양평군 강하면 전수리 559-18,127.4223984000,37.5011037000,32000
양평군,양O일,육계,12541,,경기도 양평군 지평면 월산리 174-4,127.6629047000,37.4845531000,50000
양평군,양동농장,산란계,12539,경기도 양평군 양동면 지두독길 48-1,경기도 양평군 양동면 쌍학리 61-2,127.7556226000,37.4073974000,8400
양평군,엄지농장,육계,12546,,경기도 양평군 양평읍 덕평리 151-1외2필지,127.5020553000,37.5091912000,30000
양평군,에코농원,육계,12532,경기도 양평군 청운면 경강로 4977-39,경기도 양평군 청운면 갈운리 185번지,127.7794515000,37.5415246000,30000
양평군,영산농장,육계,12543,경기도 양평군 지평면 대평로 400,경기도 양평군 지평면 망미리 1154,127.6497688000,37.4388648000,50000
양평군,영육영농조합법인,육계,,,경기도 양평군 양평읍 백안리 231외 7필지,127.5185431000,37.5006331000,180000
양평군,용문농장,육계,12512,경기도 양평군 용문면 상망길 179-15,경기도 양평군 용문면 망능리 46번지 3호,127.6460156000,37.5349388000,33000
양평군,우미농장,육계,12512,,경기도 양평군 용문면 망능리 459-2외 2필지,127.6343223000,37.5382454000,113
양평군,으뜸농장,육계,12524,경기도 양평군 용문면 수곡안말길 256,경기도 양평군 용문면 화전리 1144,127.5976062000,37.4568612000,36000
양평군,이O섭,육계,12537,,경기도 양평군 양동면 매월리 664,127.7191028000,37.4306715000,30000
양평군,이O우,육계,12541,경기도 양평군 지평면 지평햇골길 46,경기도 양평군 지평면 지평리 115,127.6431634000,37.4699216000,70000
양평군,이O우,육계,12537,경기도 양평군 양동면 오리벌길71번길 1,경기도 양평군 양동면 매월리 574,127.7206025000,37.4315363000,38000
양평군,이O율,육계,12528,경기도 양평군 단월면 향소절골길 73-14,경기도 양평군 단월면 향소리 674번지,127.6501511000,37.5618011000,24000
양평군,이O진,육계,12544,경기도 양평군 지평면 지평로 734-16,경기도 양평군 지평면 옥현리 1350-2,127.6215826000,37.4478093000,10500
양평군,장O재,육계,12532,경기도 양평군 청운면 버덩길 48,경기도 양평군 청운면 갈운리 313번지,127.7742234000,37.5381622000,25000
양평군,정O교,육계,12544,경기도 양평군 지평면 아래솔고갯길 19-36,경기도 양평군 지평면 옥현리 1952번지,127.6246014000,37.4452527000,25000
양평군,정O환,육계,12540,경기도 양평군 양동면 양서북로 98-20,경기도 양평군 양동면 삼산리 118번지 3호,127.7650424000,37.4230142000,28000
양평군,조O제,육계,12528,,경기도 양평군 단월면 향소리 673외3필지,127.6684340000,37.5572127000,30000
양평군,조O화,육계,12512,경기도 양평군 용문면 망능길 280,경기도 양평군 용문면 망능리 165-4,127.6383243000,37.5485220000,20000
양평군,주승,육계,12575,경기도 양평군 강하면 전의6길 18,경기도 양평군 강하면 전수리 569번지 1호,127.4226009000,37.5009138000,18000
양평군,주환농장,육계,12567,경기도 양평군 개군면 뒷굴길 51-14,경기도 양평군 개군면 석장리 726번지 1호,127.5211113000,37.4533110000,25000
양평군,준식농장,육계,12506,경기도 양평군 옥천면 마유산로 390-33,경기도 양평군 옥천면 옥천리 83-2,127.4795592000,37.5233575000,45000
양평군,최O식,육계,12513,,경기도 양평군 용문면 금곡리 산 52,127.6243036000,37.5116747000,17000
양평군,터골농장,육계,12529,,경기도 양평군 단월면 봉상리 184-2외,127.6494315000,37.5256581000,60000
양평군,하갈농장,육계,12532,,경기도 양평군 청운면 갈운리 771외 2필지,127.7484577000,37.5446795000,45000
양평군,향소농장,육계,12528,,경기도 양평군 단월면 향소리 81,127.6667975000,37.5564380000,40000
양평군,황O동,육계,12569,경기도 양평군 개군면 내리길 68,경기도 양평군 개군면 내리 325,127.5633065000,37.4405046000,35000
양평군,휘성농장,산란계,12563,경기도 양평군 양평읍 양근로441번길 40-20,경기도 양평군 양평읍 창대리 70,127.5171199000,37.4777813000,53000
양평군,희망농장,육계,12532,경기도 양평군 청운면 증골길 53,경기도 양평군 청운면 갈운리 926번지 외 1필지,127.7508429000,37.5455744000,45000
여주시,경재현,육계,12607,경기도 여주시 흥천면 청당길 81-79,경기도 여주시 흥천면 대당리 43-7번지,127.5502281000,37.3171288000,22500
여주시,국○○,산란계,12616,경기도 여주시 강천면 설경주길 146,경기도 여주시 강천면 간매리 37번지,127.7188508000,37.2781973000,5000
여주시,김○○,산란계,12615,경기도 여주시 강천면 이호3길 32-29,경기도 여주시 강천면 이호리 380번지,127.6862680000,37.2922204000,800
여주시,김○○,산란계,12612,경기도 여주시 북내면 선돌로 152-50,경기도 여주시 북내면 장암리 110-3번지,127.6883835000,37.3538187000,130000
여주시,김○○(딸조○○),산란계,12609,경기도 여주시 대신면 옥촌3길 76-56,경기도 여주시 대신면 옥촌리 324번지,127.6200750000,37.3963165000,15000
여주시,김○○(상신),산란계,12660,경기도 여주시 가남읍 김대1길 40,경기도 여주시 가남읍 금당리 606-8,127.6030885000,37.1987852000,
여주시,김○○(서광),산란계,12647,경기도 여주시 능서면 월평로 564-56,경기도 여주시 능서면 광대리 509번지 3호 외1필지,127.5635644000,37.2581130000,
여주시,김기석,육계,12653,,경기도 여주시 여흥동 명성로165-14,,,0
여주시,김기표,육계,12667,경기도 여주시 점동면 장여로 718-13,경기도 여주시 점동면 덕평리 443번지,127.6523665000,37.1685392000,0
여주시,김막래,육계,12606,,경기도 여주시 흥천면 복대1리 435-2,127.5282251000,37.3602066000,0
여주시,김명성,육계,12611,경기도 여주시 대신면 상구5길 32-16,경기도 여주시 대신면 상구리 94번지,127.6405770000,37.3849273000,38200
여주시,김봉수,육계,12654,,경기도 여주시 신진동 63-2,127.6691951000,37.2770005000,0
여주시,김영오,육계,12613,경기도 여주시 북내면 신남1길 88,경기도 여주시 북내면 신남리 56번지,127.6699681000,37.3300745000,0
여주시,김익중,육계,12605,경기도 여주시 흥천면 샘다리길 132,경기도 여주시 흥천면 상대리 52-2번지,127.5138384000,37.3526291000,40000
여주시,김재광,육계,12616,경기도 여주시 강천면 마감로 146-19,경기도 여주시 강천면 걸은리 671-1번지,127.7029336000,37.2907444000,0
여주시,김하응,육계,12647,경기도 여주시 능서면 능여로 84,경기도 여주시 능서면 광대리 산15-4번지,127.5694827000,37.2716902000,0
여주시,김학성(최형주),육계,12607,경기도 여주시 흥천면 능북로 216,경기도 여주시 흥천면 율극리 266-4,127.5659158000,37.3422384000,0
여주시,김현규,육계,12655,경기도 여주시 가남읍 상활2길 83-103,경기도 여주시 가남읍 신해리 498-5번지,127.5342919000,37.2326950000,0
여주시,김현주,육계,12663,경기도 여주시 가남읍 은봉길 147-53,경기도 여주시 가남읍 은봉리 274번지,127.5552574000,37.1809522000,0
여주시,김형남,육계,12606,경기도 여주시 흥천면 남산로 671-39,경기도 여주시 흥천면 복대리 96-5번지,127.5419251000,37.3565950000,20000
여주시,나승용,육계,12612,경기도 여주시 북내면 석우길 104-5,경기도 여주시 북내면 석우리 90-1번지,127.6901597000,37.3889292000,35500
여주시,농업회사법인조인주식회사(한재권),산란계,12656,경기도 여주시 가남읍 가남로 240,경기도 여주시 가남읍 하귀리 2번지 1호,127.5786976000,37.2173683000,
여주시,모닝바이오텍(농장),산란계,12607,경기도 여주시 흥천면 능북로 163-39,경기도 여주시 흥천면 율극리 295,127.5642320000,37.3358492000,
여주시,문창열,육계,12614,경기도 여주시 북내면 운촌길 48-113,경기도 여주시 북내면 운촌리 482-1번지,127.7081532000,37.3304117000,30000
여주시,민병수,육계,12612,경기도 여주시 북내면 석우길 88-39,경기도 여주시 북내면 석우리 13-3번지,127.6900692000,37.3876774000,0
여주시,민이식,육계,12665,,경기도 여주시 점동면 도리 111,127.7063528000,37.2243106000,0
여주시,박○○(박○○),산란계,12605,경기도 여주시 흥천면 남산로 173-19,경기도 여주시 흥천면 상대리 69번지,127.5153708000,37.3489283000,
여주시,박채구,육계,12668,경기도 여주시 점동면 성주로 1004,경기도 여주시 점동면 당진리 300-1번지,127.6882216000,37.1854567000,0
여주시,백승훈,육계,12637,경기도 여주시 독바위길 40,경기도 여주시 현암동 110번지,127.6414382000,37.3173295000,0
여주시,서도원,육계,12611,,경기도 여주시 대신면 상구1리102-2,127.6400202000,37.3858493000,45000
여주시,서종원,육계,12611,경기도 여주시 대신면 후포1길 160,경기도 여주시 대신면 후포리 223번지 장풍길 120,127.6174098000,37.3658767000,0
여주시,선우상욱,육계,12616,경기도 여주시 강천면 긴등길 147-29,경기도 여주시 강천면 가야리 66번지,127.7046342000,37.2650015000,7000
여주시,성창규(송일),육계,12647,,경기도 여주시 능서면 마래리 산 18번지 1호 외1필지,127.5572869000,37.2675041000,0
여주시,손○○,산란계,12666,경기도 여주시 점동면 장여로 1443,경기도 여주시 점동면 처리 724번지,127.6609443000,37.2267520000,38000
여주시,손○○,산란계,12666,,경기도 여주시 삼교동 65,127.6658069000,37.2326176000,8000
여주시,송○○,산란계,,,경기도 여주시 매룡동 산8-28,127.6592184000,37.2914905000,18000
여주시,송양호,육계,12655,경기도 여주시 가남읍 신해1길 95-75,경기도 여주시 가남읍 신해리 496-1번지,127.5357280000,37.2350042000,50000
여주시,안○○,산란계,12606,경기도 여주시 흥천면 군위실길 36,경기도 여주시 흥천면 다대리 405번지,127.5200694000,37.3362938000,50000
여주시,안○○(계림),산란계,12663,경기도 여주시 가남읍 대신리길 99-105,경기도 여주시 가남읍 은봉리 691번지,127.5422054000,37.1856166000,
여주시,양병기,육계,12640,경기도 여주시 능서면 양거1길 58,경기도 여주시 능서면 양거리 555-1번지,127.5383659000,37.2606354000,0
여주시,엄재국,육계,12666,경기도 여주시 점동면 선사길 195,경기도 여주시 점동면 흔암리 210번지,127.6724958000,37.2384726000,0
여주시,여주자영농고,산란계,12642,경기도 여주시 능서면 농도원2길 223,경기도 여주시 능서면 왕대리 산136-72번지,127.6106438000,37.2939123000,
여주시,원종해,육계,12612,경기도 여주시 북내면 선돌로 377-20,경기도 여주시 북내면 석우리 363번지,127.6820983000,37.3740193000,0
여주시,유○○,산란계,12606,경기도 여주시 흥천면 남산로 313-7,경기도 여주시 흥천면 다대리 474-1번지,127.5222331000,37.3391585000,300000
