시도명,시군명,농장명,축종명,상세구분,사육두수(마리),소재지지번주소,WGS84위도,WGS84경도,조사날짜
경기도,안성시,텃골축산,닭,산란계,150000.0,경기도 안성시 일죽면 장암로 24-72 (외 3필지),37.0807076854,127.4700951915,2026-01-31
경기도,안성시,팔봉농장,닭,육계,40000.0,경기도 안성시 일죽면 장암초교길 123-14,,,2025-07-31
경기도,안성시,하나둘셋영농조합법인,닭,산란계,9588.0,경기도 안성시 금광면 금광모산길 42-233,37.0168905259,127.3542994537,2025-07-31
경기도,안성시,하늘농장,닭,육계,60000.0,경기도 안성시 보개면 내방상삼로 168-32,37.0276031833,127.3298816182,2026-01-31
경기도,안성시,한다리농장,닭,육계,71000.0,경기도 안성시 일죽면 한다리길 94-16,,,2026-01-31
경기도,안성시,한성농장,오리,,9690.0,경기도 안성시 일죽면 산북리 125번지 1호 외 1필지,37.0812425076,127.5132148104,2025-04-30
경기도,안성시,한성농장,오리,,9690.0,경기도 안성시 일죽면 산북리 125번지 1호 외 1필지,37.0812425076,127.5132148104,2025-04-30
경기도,안성시,한신농장,닭,육계,53000.0,경기도 안성시 일죽면 용설로 17-35,37.0791192722,127.4409903989,2025-08-31
경기도,안성시,한울농장,닭,육계,35000.0,경기도 안성시 보개면 남사당로 429-57 (외 1(보개면 오두리 86)),37.0515123048,127.3082348856,2025-08-31
경기도,안성시,해샘찬농장,닭,산란계,20000.0,경기도 안성시 원곡면 원당로 243-40,37.0319131086,127.165152581,2026-01-31
경기도,안성시,헌식농장,닭,육계,36500.0,경기도 안성시 미양면 구수리 45번지 3호 (외1필지),36.9731211193,127.2578180565,2025-04-30
경기도,안성시,현수농장,닭,육계,65000.0,경기도 안성시 배티로 1009-44 (현수동),36.9936362519,127.2900510814,2025-04-30
경기도,안성시,형은농장,닭,종계,24200.0,경기도 안성시 대덕면 능말길 43-98,37.0491066559,127.2146726667,2025-07-31
경기도,안성시,혜성농장,닭,육계,30000.0,경기도 안성시 보개면 이전봉산길 29-46,37.0536326326,127.288187642,2025-08-31
경기도,안성시,호야2농장,닭,육계,30000.0,경기도 안성시 고삼면 윗갈미길 65,,,2026-01-31
경기도,안성시,호야농장,닭,육계,70000.0,경기도 안성시 고삼면 신창길 229-11,,,2025-07-31
경기도,안성시,호일농장,닭,종계,30900.0,경기도 안성시 미양면 계륵리 산 28번지,36.985446317,127.2574367934,2026-02-26
경기도,안성시,효원농장,닭,육계,140000.0,경기도 안성시 미양면 협동단지길 158-68,36.9649307817,127.2383646103,2025-07-31
경기도,안성시,효원농장,닭,육계,140000.0,경기도 안성시 미양면 협동단지길 158-68,,,2025-07-31
경기도,안성시,희영농장,오리,,6000.0,경기도 안성시 삼죽면 기솔리 436번지 외 1필지(437),37.0407737381,127.3429463956,2026-02-26
경기도,안성시,희영농장,오리,,6000.0,경기도 안성시 삼죽면 기솔리 436번지 외 1필지(437),37.0407737381,127.3429463956,2026-02-26
경기도,안성시,희영농장,오리,,7500.0,경기도 안성시 보개면 가래미길 92-6,,,2026-02-26
경기도,안성시,희영농장,오리,,7500.0,경기도 안성시 보개면 상삼리 871번지 6호,37.0285932416,127.3288225519,2026-01-31
경기도,양주시,경희농장,닭,육계,30000.0,경기도 양주시 백석읍 복지리 286번지 1호,126.9850479,37.7844278,2018-03-14
경기도,양주시,경희농장,닭,육계,22000.0,경기도 여주시 우만동 3-1번지,37.263554,127.6761674,2019-01-31
경기도,양주시,경희농장,닭,육계,30000.0,경기도 양주시 백석읍 복지리 286번지 1호,126.9850479294,37.784427878,2018-10-31
경기도,양주시,곡산농장,닭,육계,70000.0,경기도 양주시 은현면 선암리 76번지 1호,127.0293491,37.8641056,2018-08-31
경기도,양주시,곡산농장,닭,육계,60000.0,경기도 여주시 점동면 도리 40-2번지,37.2246731,127.7135447,2019-01-31
경기도,양주시,곡산농장,닭,육계,70000.0,경기도 양주시 은현면 선암리 76번지 1호,127.0293491466,37.864105681,2018-10-31
경기도,양주시,관우농장,닭,육계,50000.0,경기도 양주시 백석읍 가업리 24번지 1호,126.9793243463,37.7912830934,2018-10-31
경기도,양주시,관우농장,닭,육계,50000.0,경기도 양주시 백석읍 가업리 24번지 1호,126.9793243,37.791283,2018-08-31
경기도,양주시,관우농장,닭,육계,26000.0,경기도 양주시 백석읍 가업리 24번지 1호,37.791283,126.9793243,2018-12-31
경기도,양주시,관우농장,닭,육계,26000.0,경기도 여주시 상거동 173-4번지,37.2503623,127.6303904,2019-01-31
경기도,양주시,관우제2농장,닭,육계,20000.0,경기도 양주시 백석읍 가업리 235번지 1호,126.9760782,37.7887867,2018-04-30
경기도,양주시,관우제2농장,닭,육계,20000.0,경기도 여주시 가남읍 본두리 447번지,37.2374442,127.5840004,2019-01-31
경기도,양주시,관우제2농장,닭,육계,20000.0,경기도 양주시 백석읍 가업리 235번지 1호,126.9760782773,37.788786772,2018-10-31
경기도,양주시,광승농장,닭,육계,100.0,경기도 양주시 남면 상수리 524번지,126.97951599,37.8676109781,2018-10-31
경기도,양주시,광승농장,닭,육계,100.0,경기도 양주시 남면 상수리 524번지,37.8676109,126.9795159,2018-12-31
경기도,양주시,광승농장,닭,육계,100.0,경기도 양주시 남면 상수리 524번지,126.9795159,37.8676109,2018-04-30
경기도,양주시,광승농장,닭,육계,100.0,경기도 여주시 상동 509번지,37.2857164,127.6474745,2019-01-31
경기도,양주시,금성농장,닭,산란계,30000.0,경기도 양주시 은현면 봉암리 84번지,127.0101582011,37.8966862259,2018-10-31
경기도,양주시,금성농장,닭,육계,81000.0,경기도 양주시 만송동 58번지 21호,127.0991752681,37.7888405782,2018-10-31
경기도,양주시,금성농장,닭,육계,81000.0,경기도 양주시 만송동 58번지 21호,127.0991752,37.7888405,2018-04-30
경기도,양주시,금성농장,닭,산란계,40000.0,경기도 양주시 은현면 봉암리 84번지,127.0101582,37.8966862,2018-04-30
경기도,양주시,금성농장,닭,육계,55000.0,경기도 여주시 우만동 19-2번지,37.2629698,127.6743247,2019-01-31
경기도,양주시,금성농장,닭,산란계,30000.0,경기도 여주시 흥천면 복대1리 435-2,37.3602066,127.5282251,2019-01-31
경기도,양주시,나리농장,닭,육계,35000.0,경기도 여주시 능현동 334-9번지,37.2702236,127.6581318,2019-01-31
경기도,양주시,나리농장,닭,육계,35000.0,경기도 양주시 은현면 하패리 686번지 1호,127.023924581,37.8905762481,2018-09-30
경기도,양주시,나리농장,닭,육계,35000.0,경기도 양주시 은현면 하패리 686번지 1호,127.0239245,37.8905762,2018-04-30
경기도,양주시,나사로농장,닭,육계,700.0,경기도 양주시 광적면 효촌리 425번지 3호,126.9536599,37.8866307,2018-04-30
경기도,양주시,대연농장,닭,육계,33000.0,경기도 양주시 율정동 78번지 2호,127.1053452,37.8174494,2018-03-14
경기도,양주시,대연농장,닭,육계,33000.0,경기도 양주시 율정동 78번지 2호,127.1053452188,37.8174494258,2018-09-30
경기도,양주시,대연농장,닭,육계,22000.0,경기도 여주시 연양동 207번지,37.2828293,127.6693254,2019-01-31
경기도,양주시,대풍농장,닭,산란계,50.0,경기도 양주시 남면 경신리 243번지 1호,126.9776799,37.8527811,2018-04-30
경기도,양주시,대풍농장,닭,산란계,50.0,경기도 양주시 남면 경신리 243번지 1호,126.9776799527,37.8527811642,2018-09-30
경기도,양주시,도하 2농장,닭,산란계,30000.0,경기도 여주시 북내면 중암리 426-1번지,37.35074,127.7138735,2019-01-31
경기도,양주시,도하 2농장,닭,산란계,30000.0,경기도 양주시 은현면 도하리 250번지,127.0110734,37.8451436,2018-08-31
경기도,양주시,도하 2농장,닭,산란계,30000.0,경기도 양주시 은현면 도하리 250번지,127.011073405,37.8451436115,2018-10-31
경기도,양주시,도하농장,닭,산란계,40000.0,경기도 양주시 은현면 도하리 206번지,37.8460264,127.0119824,2018-12-31
경기도,양주시,도하농장,닭,산란계,40000.0,경기도 양주시 은현면 도하리 206번지,127.0119824171,37.846026466,2018-10-31
경기도,양주시,도하농장,닭,산란계,40000.0,경기도 여주시 대신면 옥촌리 303-10번지,37.3957879,127.6177782,2019-01-31
경기도,양주시,도하농장,닭,산란계,40000.0,경기도 양주시 은현면 도하리 206번지,127.0119824,37.8460264,2018-04-30
경기도,양주시,두꺼비농장,닭,육계,400.0,경기도 양주시 광사동 533번지 1호,127.0662634,37.7750423,2018-04-30
경기도,양주시,두꺼비농장,닭,육계,400.0,경기도 양주시 광사동 533번지 1호,127.0662634516,37.7750423075,2018-10-31
경기도,양주시,두리농장,닭,산란계,20000.0,경기도 양주시 은현면 봉암리 42번지 2호,127.0075656,37.8913528,2018-04-30
경기도,양주시,두리농장,닭,산란계,20000.0,경기도 양주시 은현면 봉암리 42번지 2호,127.0075656829,37.8913528368,2018-10-31
경기도,양주시,두영농장,닭,산란계,15000.0,경기도 양주시 은현면 봉암리 449번지,127.0059287519,37.8942178565,2018-10-31
경기도,양주시,두영농장,닭,산란계,15000.0,경기도 양주시 은현면 봉암리 449번지,127.0059287,37.8942178,2018-03-14
경기도,양주시,만송농장,닭,육계,30000.0,경기도 양주시 만송동 210번지,127.0938138,37.795674,2018-08-31
경기도,양주시,만송농장,닭,육계,30000.0,경기도 양주시 만송동 210번지,127.0938138291,37.7956740227,2018-10-31
경기도,양주시,만송농장,닭,육계,40000.0,경기도 여주시 흥천면 다대리 405번지,37.3362938,127.5200694,2019-01-31
경기도,양주시,무궁화농장,닭,산란계,70000.0,경기도 여주시 가남읍 신해리 136-1번지,37.2253608,127.5481445,2019-01-31
경기도,양주시,무궁화농장,닭,산란계,70000.0,경기도 양주시 은현면 선암리 367번지,127.0282964,37.8762775,2018-04-30
경기도,양주시,무궁화농장,닭,산란계,70000.0,경기도 양주시 은현면 선암리 367번지,127.0282964543,37.8762775608,2018-10-31
경기도,양주시,백산농장,닭,육계,15000.0,경기도 양주시 광적면 비암리 96번지,126.9332775055,37.8022023875,2018-10-31
경기도,양주시,백산농장,닭,육계,15000.0,경기도 양주시 광적면 비암리 96번지,126.9332775,37.8022023,2018-08-31
경기도,양주시,백산농장,닭,육계,21000.0,경기도 여주시 흥천면 다대리 474-1번지,37.3391585,127.5222331,2019-01-31
경기도,양주시,백석농장,닭,육계,40000.0,경기도 양주시 백석읍 오산리 211번지 2호,126.9858831,37.8054471,2018-08-31
경기도,양주시,백석농장,닭,육계,28000.0,경기도 양주시 백석읍 방성리 123번지,126.9984307,37.8043941,2018-03-14
경기도,양주시,백석농장,닭,육계,40000.0,경기도 양주시 백석읍 오산리 211번지 2호,126.9858831597,37.8054471137,2018-09-30
경기도,양주시,백석농장,닭,육계,40000.0,경기도 여주시 흥천면 율극리 266-4번지,37.3422384,127.5659158,2019-01-31
경기도,양주시,부영농장,닭,산란계,60000.0,경기도 양주시 은현면 운암리 440번지 1호,127.0103721,37.8761629,2018-04-30
경기도,양주시,살구골농장,닭,육계,500.0,경기도 여주시 점동면 당진리 536번지,37.1764524,127.6761932,2019-01-31
경기도,양주시,살구골농장,닭,육계,500.0,경기도 양주시 은현면 도하리 623번지,37.8475312,126.9973487,2019-02-28
경기도,양주시,살구골농장,닭,육계,500.0,경기도 양주시 은현면 도하리 623번지,126.9973487,37.8475312,2018-08-31
경기도,양주시,살구골농장,닭,육계,500.0,경기도 양주시 은현면 도하리 623번지,126.9973487793,37.8475312561,2018-09-30
경기도,양주시,삼일농장,닭,산란계,60000.0,경기도 여주시 대신면 송촌리 29번지,37.4135611,127.5809415,2019-01-31
경기도,양주시,삼일농장,닭,산란계,60000.0,경기도 양주시 은현면 운암리 440번지 1호,127.0103721394,37.8761629426,2018-10-31
경기도,양주시,삼형농장,닭,산란계,38000.0,경기도 양주시 남면 한산리 26번지 3호,127.0035755053,37.9052452972,2018-10-31
경기도,양주시,삼형농장,닭,산란계,38000.0,경기도 양주시 남면 한산리 26번지 3호,127.0035755,37.9052452,2018-08-31
경기도,양주시,삼형농장,닭,산란계,38000.0,경기도 여주시 대신면 천남리 325-1번지,37.3316266,127.621441,2019-01-31
경기도,양주시,서울농장,닭,산란계,39000.0,경기도 양주시 은현면 하패리 625번지,127.025127223,37.8826117735,2018-09-30
경기도,양주시,서울농장,닭,산란계,39000.0,경기도 양주시 은현면 하패리 625번지,127.0254341,37.8826117,2018-08-31
경기도,양주시,서울농장,닭,산란계,39000.0,경기도 여주시 대신면 상구리 2번지,37.3708727,127.6470509,2019-01-31
경기도,양주시,선암농장,닭,산란계,100000.0,경기도 양주시 은현면 선암리 366번지,127.0274326,37.8764669,2018-03-14
경기도,양주시,선암농장,닭,산란계,100000.0,경기도 양주시 은현면 선암리 366번지,127.0274326953,37.8764669404,2018-09-30
경기도,양주시,선암농장,닭,산란계,100000.0,경기도 여주시 가남읍 화평리 산48-1번지,37.2428095,127.5682296,2019-01-31
경기도,양주시,선태제2농장,닭,육계,20000.0,경기도 양주시 백석읍 가업리 355번지 3호,126.9711024574,37.7966147739,2018-09-30
경기도,양주시,선태제2농장,닭,육계,20000.0,경기도 양주시 백석읍 가업리 355번지 3호,126.9711024,37.7966147,2018-04-30
경기도,양주시,성규농장,닭,산란계,27000.0,경기도 양주시 은현면 하패리 888번지 5호,127.0207869788,37.8907479442,2018-09-30
경기도,양주시,성규농장,닭,산란계,27000.0,경기도 여주시 북내면 서원리 313-8번지,37.3970958,127.6848813,2019-01-31
경기도,양주시,성익목장,닭,육계,7844.0,경기도 양주시 봉양동 633번지,127.0744768469,37.8528071518,2018-10-31
경기도,양주시,성익목장,닭,육계,7844.0,경기도 양주시 봉양동 633번지,127.0744768,37.8528071,2018-03-14
경기도,양주시,세바,닭,산란계,30000.0,경기도 양주시 남면 경신리 산 39번지,37.8559707,126.9789856,2019-02-28
경기도,양주시,세바,닭,산란계,30000.0,경기도 양주시 남면 경신리 산 39번지,126.9789856067,37.8559707592,2018-09-30
경기도,양주시,세바,닭,산란계,30000.0,경기도 여주시 대신면 송촌리 355-2번지,37.4051761,127.5709719,2019-01-31
경기도,양주시,세바환경,닭,산란계,8000.0,경기도 양주시 남면 경신리 산 39번지,126.9848572,37.8682335,2018-08-31
경기도,양주시,세인농장,닭,산란계,20000.0,경기도 양주시 은현면 도하리 655번지 2호 외 2번지,127.0008255,37.8431708,2018-08-31
경기도,양주시,세인농장,닭,산란계,20000.0,경기도 여주시 대신면 천서리 109-3번지,37.3973976,127.5621384,2019-01-31
경기도,양주시,세인농장,닭,산란계,20000.0,경기도 양주시 은현면 도하리 655번지 2호 외 2번지,127.0008255699,37.8431708186,2018-10-31
경기도,양주시,수원농장,닭,산란계,26000.0,경기도 양주시 은현면 봉암리 87번지,127.008657495,37.8970737098,2018-09-30
경기도,양주시,수원농장,닭,산란계,26000.0,경기도 양주시 은현면 봉암리 87번지,127.0086574,37.8970737,2018-04-30
경기도,양주시,승천농장,닭,산란계,60000.0,경기도 양주시 은현면 봉암리 11번지,127.015764,37.9014696,2018-04-30
경기도,양주시,승호농장,닭,산란계,28000.0,경기도 여주시 가남읍 은봉리 513번지,37.1848097,127.5511525,2019-01-31
경기도,양주시,승호농장,닭,산란계,60000.0,경기도 양주시 은현면 봉암리 11번지,127.0157640568,37.901469694,2018-10-31
경기도,양주시,신선 제2농장,닭,산란계,27000.0,경기도 양주시 은현면 하패리 888번지 5호,127.0212871,37.8904145,2018-08-31
경기도,양주시,신춘추농장,닭,산란계,150000.0,경기도 양주시 백석읍 가업리 13번지 1호,126.9803226443,37.7938149531,2018-09-30
경기도,양주시,신춘추농장,닭,산란계,150000.0,경기도 양주시 백석읍 가업리 13번지 1호,126.9803226,37.7938149,2018-03-14
경기도,양주시,신춘추농장,닭,산란계,99000.0,경기도 여주시 북내면 신남리 130-4번지,37.3238534,127.672305,2019-01-31
경기도,양주시,쌍알농장,닭,산란계,20000.0,경기도 양주시 은현면 봉암리 62-1번지,37.8975782,127.00818,2018-12-31
경기도,양주시,쌍알농장,닭,산란계,20000.0,경기도 양주시 은현면 봉암리 62번지,127.0073159,37.8969926,2018-03-14
경기도,양주시,쌍알농장,닭,산란계,20000.0,경기도 양주시 은현면 봉암리 62번지,127.0073159158,37.896992684,2018-09-30
경기도,양주시,쌍알농장,닭,산란계,20000.0,경기도 여주시 대신면 상구리 329-3번지,37.3720385,127.6397453,2019-01-31
경기도,양주시,씨알농장,닭,산란계,8000.0,경기도 양주시 백석읍 오산리 산 8번지,126.9857012,37.806411,2018-03-14
경기도,양주시,씨알농장,닭,산란계,8000.0,경기도 양주시 백석읍 오산리 산 8번지,126.9729599719,37.8078140273,2018-10-31
경기도,양주시,아태농장,닭,산란계,80.0,경기도 양주시 광적면 우고리 332번지,126.959628,37.8281712,2018-08-31
경기도,양주시,아태농장,닭,산란계,80.0,경기도 양주시 광적면 우고리 332번지,126.9596280036,37.8281712248,2018-09-30
경기도,양주시,애정농장,닭,육계,22000.0,경기도 여주시 점동면 청안리 279-1번지,37.2068132,127.6542826,2019-01-31
경기도,양주시,애정농장,닭,육계,22000.0,경기도 양주시 남면 입암리 229번지,126.9949357488,37.8880822733,2018-09-30
경기도,양주시,애정농장,닭,육계,25000.0,경기도 양주시 남면 입암리 229번지,126.9949357,37.8880822,2018-03-14
경기도,양주시,양주바이오텍,닭,산란계,60000.0,경기도 양주시 은현면 도하리 691번지,126.9928502,37.8425037,2018-04-30
경기도,양주시,양주바이오텍,닭,산란계,54007.0,경기도 양주시 은현면 도하리 691번지,126.9928502422,37.8425037128,2018-10-31
경기도,양주시,양주육계농장,닭,육계,57000.0,경기도 양주시 남면 구암리 2번지 1호,126.9839888,37.8867746,2018-03-14
경기도,양주시,양주육계농장,닭,육계,57000.0,경기도 양주시 남면 구암리 2번지 1호,126.9839888038,37.8867746711,2018-10-31
경기도,양주시,양주육계농장,닭,육계,57000.0,경기도 여주시 흥천면 율극리 262-1번지,37.3402402,127.5673679,2019-01-31
경기도,양주시,에그콜,닭,산란계,69000.0,경기도 여주시 흥천면 율극리 237-2번지,37.3266555,127.5649533,2019-01-31
경기도,양주시,에그콜,닭,산란계,45000.0,경기도 양주시 남면 한산리 578번지 2호,127.0032115945,37.892857487,2018-09-30
경기도,양주시,에그콜,닭,산란계,80000.0,경기도 양주시 남면 한산리 578번지 2호,127.0032115,37.8928574,2018-04-30
경기도,양주시,에그트리,닭,산란계,70000.0,경기도 양주시 광적면 석우리 6번지 3호,126.9906576,37.842026,2018-04-30
경기도,양주시,에그트리,닭,산란계,70000.0,경기도 양주시 광적면 석우리 6번지 3호,126.9906576689,37.842026007,2018-09-30
경기도,양주시,에그트리,닭,산란계,70000.0,경기도 여주시 산북면 후리 112번지,37.3920935,127.4562661,2019-01-31
경기도,양주시,영광농장,닭,산란계,21000.0,경기도 양주시 백석읍 가업리 346번지 1호,126.972656,37.8013091,2018-08-31
경기도,양주시,영광농장,닭,산란계,23000.0,경기도 여주시 흥천면 신근리 250-47번지,37.316885,127.556149,2019-01-31
경기도,양주시,영우농장,닭,산란계,25000.0,경기도 양주시 남면 경신리 293번지 3호,126.9766323,37.8591956,2018-03-14
경기도,양주시,영훈목장,닭,육계,30050.0,경기도 양주시 은현면 운암리 386번지,127.0097364,37.8845506,2018-03-14
경기도,양주시,영훈목장,닭,육계,35050.0,경기도 양주시 은현면 운암리 386번지,127.0097364164,37.8845506828,2018-09-30
경기도,양주시,영훈목장,닭,육계,26000.0,경기도 여주시 점봉동 39-1번지,37.2561669,127.6550229,2019-01-31
경기도,양주시,영흥농장,닭,산란계,48000.0,경기도 양주시 남면 한산리 25번지 1호,127.0024611962,37.9047407772,2018-09-30
경기도,양주시,영흥농장,닭,산란계,48000.0,경기도 양주시 남면 한산리 25번지 1호,37.9047407,127.0024611,2019-02-28
경기도,양주시,영흥농장,닭,산란계,48000.0,경기도 양주시 남면 한산리 25번지 1호,127.0024611,37.9047407,2018-04-30
경기도,양주시,영흥농장,닭,산란계,48000.0,경기도 여주시 흥천면 복대리 54번지,37.3616237,127.5377055,2019-01-31
경기도,양주시,영흥제1농장,닭,산란계,40000.0,경기도 양주시 회암동 161번지 1호,127.0980028,37.8483668,2018-04-30
경기도,양주시,월암농장,닭,육계,50000.0,경기도 양주시 백석읍 오산리 704번지 1호,126.9695542,37.8057229,2018-03-14
경기도,양주시,월암농장,닭,육계,39000.0,경기도 여주시 흥천면 대당리 산38-1번지,37.3186064,127.5404014,2019-01-31
경기도,양주시,월암농장,닭,육계,50000.0,경기도 양주시 백석읍 오산리 704번지 1호,126.9695542392,37.8057229183,2018-09-30
경기도,양주시,유천1농장,닭,산란계,65000.0,경기도 양주시 은현면 도하리 243번지,127.0105393,37.8448373,2018-04-30
경기도,양주시,유천1농장,닭,산란계,65000.0,경기도 양주시 은현면 도하리 243번지,127.0105393924,37.8448373278,2018-10-31
경기도,양주시,유천1농장,닭,산란계,65000.0,경기도 여주시 북내면 신접리 199-1번지,37.3311039,127.6853789,2019-01-31
경기도,양주시,유한농장,닭,산란계,30000.0,경기도 여주시 대신면 송촌리 29번지,37.4135611,127.5809415,2019-01-31
경기도,양주시,유한농장,닭,산란계,30000.0,경기도 양주시 은현면 용암리 850번지,127.0274814777,37.8522497412,2018-10-31
경기도,양주시,유한농장,닭,산란계,30000.0,경기도 양주시 은현면 용암리 850번지,127.0274814,37.8522497,2018-04-30
경기도,양주시,은혜2농장,닭,육계,30000.0,경기도 양주시 은현면 하패리 243번지 1호,127.0376193854,37.8821312561,2018-10-31
경기도,양주시,은혜2농장,닭,육계,30000.0,경기도 양주시 은현면 하패리 243번지 1호,127.0376193,37.8821312,2018-08-31
경기도,양주시,은혜2농장,닭,육계,30000.0,경기도 여주시 점동면 사곡리 308번지,37.2018118,127.6753821,2019-01-31
경기도,양주시,은혜농장,닭,육계,10000.0,경기도 양주시 은현면 운암리 516번지 2호,127.0120187752,37.8644686746,2018-10-31
경기도,양주시,은혜농장,닭,육계,10000.0,경기도 양주시 은현면 운암리 516번지 2호,127.0120187,37.8644686,2018-04-30
경기도,양주시,은혜농장,닭,육계,10000.0,경기도 여주시 흥천면 율극리 296-2번지,37.3358492,127.564232,2019-01-31
경기도,양주시,이강농장,닭,육계,30.0,경기도 양주시 광사동 182번지,127.0748947,37.7917319,2018-08-31
경기도,양주시,이강농장,닭,육계,30.0,경기도 양주시 광사동 182번지,127.074894715,37.7917319424,2018-10-31
경기도,양주시,이레농장,닭,산란계,35000.0,경기도 양주시 남면 한산리 517번지,126.99357,37.9003528,2018-04-30
경기도,양주시,이천농장,닭,산란계,30000.0,경기도 양주시 백석읍 홍죽리 340번지 18호,126.9660737,37.7943969,2018-04-30
경기도,양주시,이천농장,닭,산란계,35000.0,경기도 양주시 백석읍 홍죽리 340번지 18호,126.9660737975,37.7943969786,2018-10-31
경기도,양주시,이천농장,닭,산란계,35000.0,경기도 여주시 흥천면 대당리 15-1번지,37.3219396,127.5503645,2019-01-31
경기도,양주시,이화팜,닭,산란계,30000.0,경기도 양주시 남면 한산리 555번지 119호,126.9942637051,37.8995510976,2018-09-30
경기도,양주시,이화팜,닭,산란계,30000.0,경기도 여주시 산북면 상품리 586-5번지,37.3971484,127.4295429,2019-01-31
경기도,양주시,장수축산농장,닭,산란계,60000.0,경기도 양주시 남면 경신리 206번지,126.9790429,37.8542229,2018-03-14
경기도,양주시,장수축산농장,닭,산란계,88080.0,경기도 양주시 남면 경신리 205번지,126.9787360832,37.8545562349,2018-10-31
경기도,양주시,장수축산농장,닭,산란계,42000.0,경기도 여주시 북내면 신남리 130-4번지,37.3238534,127.672305,2019-01-31
경기도,양주시,정현농장,닭,육계,15000.0,경기도 양주시 은현면 하패리 1021번지,127.0155463,37.8914153,2018-04-30
경기도,양주시,종인농장,닭,육계,20000.0,경기도 여주시 멱곡동 79-1번지,37.2503898,127.6746639,2019-01-31
경기도,양주시,종인농장,닭,육계,20000.0,경기도 양주시 삼숭동 572번지 1호,127.0938461025,37.8034761971,2018-10-31
경기도,양주시,종인농장,닭,육계,20000.0,경기도 양주시 삼숭동 572번지 1호,127.0938461,37.8034761,2018-08-31
경기도,양주시,주식회사 해원,닭,산란계,14000.0,경기도 양주시 백석읍 오산리 422번지 1호,126.9804339,37.8010315,2018-04-30
경기도,양주시,주식회사 해원,닭,산란계,14000.0,경기도 양주시 백석읍 오산리 422번지 1호,126.9804339942,37.8010315632,2018-09-30
경기도,양주시,준준농장,닭,육계,27000.0,경기도 양주시 은현면 선암리 342번지 32호,127.0219883,37.876576,2018-03-14
경기도,양주시,준준농장,닭,육계,27000.0,경기도 양주시 은현면 선암리 342번지 32호,127.0219883587,37.8765760616,2018-09-30
경기도,양주시,준준농장,닭,육계,50000.0,경기도 여주시 흥천면 복대리 250번지,37.3602672,127.5348175,2019-01-31
경기도,양주시,진흥농장,닭,육계,45000.0,경기도 양주시 백석읍 복지리 188번지 2호,126.9943216235,37.7921140109,2018-09-30
경기도,양주시,진흥농장,닭,육계,45000.0,경기도 양주시 백석읍 복지리 188번지 2호,126.9943216,37.792114,2018-04-30
경기도,양주시,춘추농장,닭,산란계,54000.0,경기도 양주시 백석읍 가업리 13번지 3호,126.9807425,37.7942564,2018-08-31
경기도,양주시,춘추농장,닭,산란계,54000.0,경기도 양주시 백석읍 가업리 13번지 3호,126.9807425895,37.7942564973,2018-09-30
경기도,양주시,칠성농장,닭,산란계,22000.0,"경기도 여주시 흥천면 대당리 43-7, 43-17",37.3171288,127.5502281,2019-01-31
경기도,양주시,칠성농장,닭,산란계,22000.0,경기도 양주시 봉양동 428번지 7호,127.0784520757,37.8623365919,2018-10-31
경기도,양주시,태양농장,닭,산란계,90000.0,경기도 양주시 은현면 하패리 804번지 1호,127.0211526027,37.8981895902,2018-10-31
경기도,양주시,태양농장,닭,산란계,67000.0,경기도 양주시 은현면 하패리 804번지 1호,127.0211526,37.8981895,2018-08-31
경기도,양주시,태양농장,닭,산란계,90000.0,경기도 여주시 가남읍 태평리 319-4번지,37.2049804,127.5400677,2019-01-31
경기도,양주시,평촌농장,닭,산란계,120.0,경기도 양주시 장흥면 일영리 317번지,126.9376362,37.7133798,2018-04-30
경기도,양주시,한산농장,닭,산란계,28000.0,경기도 양주시 남면 신산리 141번지 2호,37.8947478,126.9837707,2018-12-31
경기도,양주시,한산농장,닭,산란계,28000.0,경기도 양주시 남면 신산리 141번지 2호,126.9837707,37.8947478,2018-03-14
경기도,양주시,한산농장,닭,산란계,28000.0,경기도 여주시 대신면 계림리 318-5번지,37.4077826,127.5925307,2019-01-31
경기도,양주시,한산농장,닭,산란계,28000.0,경기도 양주시 남면 신산리 141번지 2호,126.983770756,37.8947478932,2018-10-31
경기도,양주시,한영농장,닭,육계,25000.0,경기도 양주시 은현면 용암리 769번지,127.0348424843,37.8480315783,2018-10-31
경기도,양주시,한영농장,닭,육계,25000.0,경기도 양주시 은현면 용암리 769번지,127.0348424,37.8480315,2018-08-31
경기도,양주시,홍일농장,닭,육계,36000.0,경기도 여주시 흥천면 상대리 279-5번지,37.3476296,127.5072926,2019-01-31
경기도,양주시,홍일농장,닭,육계,50000.0,경기도 양주시 백석읍 가업리 258번지,126.9751020731,37.7884531948,2018-10-31
경기도,양주시,홍일농장,닭,육계,50000.0,경기도 양주시 백석읍 가업리 258번지,126.975102,37.7884531,2018-08-31
경기도,양주시,홍일농장,닭,육계,36000.0,경기도 양주시 백석읍 가업리 258번지,37.7884531,126.975102,2018-12-31
경기도,양주시,훈종농장,닭,육계,18000.0,경기도 양주시 은현면 하패리 546번지,127.0344280164,37.8885828406,2018-10-31
경기도,양주시,훈종농장,닭,육계,18000.0,경기도 양주시 은현면 하패리 546번지,127.0345985,37.8885557,2018-08-31
경기도,양주시,희철농장,닭,육계,17000.0,경기도 양주시 회암동 475번지,127.0850604,37.8471964,2018-04-30
경기도,여주시,**,닭,토종닭,1.0,경기도 여주시 강천면 부평리 501-2번지,37.2660311,127.7484638,2020-05-31
