시군명,농장명,축종명,상세구분,사육두수(마리),소재지지번주소,WGS84위도,WGS84경도,조사날짜,감염날짜,coord_precision
천안시,경인농장,닭,종계/산란계,160000,충청남도 천안시 동남구 병천면 도원리 ***번지 *호,36.7840865274035,127.311896840366,2025-11-28,2025-12-30,exact
천안시,경치농장,닭,육계,57000,충청남도 천안시 동남구 풍세면 보성리 ***번지 *호 외 *필지(산*-*),36.7294242158523,127.111747862164,2025-11-28,2025-03-26,exact
천안시,경희농장,닭,육계,26800,"충청남도 천안시 동남구 성남면 대흥리 ***번지 *호 외 *필지(***, ***-*)",36.7273137270886,127.225132854502,2025-11-28,2025-04-04,exact
천안시,계봉농장,닭,종계/산란계,30000,충청남도 천안시 동남구 수신면 발산리 ***번지 *호 외 *필지,36.7155620095479,127.299262672571,2025-11-28,2025-12-10,approx_address_single_parcel
천안시,구성농장,닭,종계/산란계,18624,"충청남도 천안시 동남구 풍세면 용정리 ***번지 *호 외 *(***-*,**)",36.7425362136992,127.112944775484,2025-11-28,2025-03-26,exact
천안시,금버들축산,닭,육계,52800,"충청남도 천안시 동남구 병천면 봉항리 ***번지 *호 외 *필지(***-*, ***-*)",36.8408577181576,127.31408693266,2025-11-28,2025-12-30,exact
천안시,금잔디농원,닭,육계,36720,충청남도 천안시 동남구 병천면 병천리 ***번지 ***호,36.7786980215001,127.293422979516,2025-11-28,2025-12-10,approx_address_single_parcel
천안시,꼬꼬팜농장,닭,종계/산란계,77760,충청남도 천안시 서북구 입장면 가산리 *번지 *호 외 *,36.9400965691122,127.199273696669,2025-11-28,2025-12-10,approx_address_single_parcel
천안시,농업회사법인 조인팜스(주) 천안성환지점,닭,종계/산란계,400000,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외*필지(***-*),36.958514287737,127.111551734369,2025-11-28,2025-12-10,exact
천안시,농업회사법인 주식회사 케이씨팜 성환농장,닭,종계/산란계,276480,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호,36.9617881669558,127.155434390192,2025-11-28,2025-12-10,exact
천안시,농업회사법인양지팜(유),닭,종계/산란계,748224,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호,36.958514287737,127.111551734369,2025-11-28,2025-12-10,exact
