farm_id,city,county,farm_name,farm_address,latitude,longitude,livestock_name,livestock_type,head_count,survey_date,reference_date,outbreak_date,label_infected,humidity,min_temp_7d,precipitation_7d,wind_speed_avg_7d
9f182e7d0713fe3f164b15d98578f953,경기도,안성시,유화농장,경기도 안성시 보개면 동신리 650번지,36.9995563011,127.2938110734,닭,산란계,37500,2021-09-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
d60e53225a8683d6cd15e287aed53e93,경기도,안성시,유화농장,경기도 안성시 보개면 동신리 655번지,36.9996672,127.2956244,닭,산란계,50000,2019-01-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
613a8fec362ec7c61ff75c91999c15bd,경기도,안성시,육계농장,경기도 안성시 보개면 상삼리 54번지 2호,37.0220493436,127.3302544343,닭,육계,50000,2026-02-26,2025-12-10,,0,81.0,-10.1,3.2,1.1
15c255b05de789c862b0ed8c0f1f933c,경기도,안성시,은영농장,경기도 안성시 미양면 강덕리 12번지,36.9601013699,127.231337995,닭,육계,90000,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
098544004ef0a5e933e7f93372eba8cd,경기도,안성시,은영농장,경기도 안성시 미양면 양변길 149,36.9601013699,127.231337995,닭,육계,90000,2025-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
141802159490098a081fef4ddb7c559b,경기도,안성시,이삼농장,경기도 안성시 삼죽면 율곡리 905번지 2호,37.0990691004,127.3575183117,닭,산란계,58000,2021-11-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
feae1c9a01c5e7ad370f80831d3caf05,경기도,안성시,이삼농장,경기도 안성시 삼죽면 품곡길 158-14,37.0927657175,127.3579471154,닭,산란계,58000,2026-01-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
38efdb0c9c6f4bc990d46eb7018b2c10,경기도,안성시,인주종계장,경기도 안성시 공도읍 진사2길 34-32,36.990882035,127.1503303642,닭,종계,182500,2026-02-26,2025-12-10,,0,81.0,-10.1,3.2,1.1
f77114644f8c8ef5b6189cdf8b1c9ace,경기도,안성시,인주종계장,경기도 안성시 공도읍 진사리 376번지,36.990882035,127.1503303642,닭,산란계,182500,2021-06-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
11ae02937892ca083929516d69ada940,경기도,안성시,일월농장,경기도 안성시 일죽면 월정리 1423번지,37.0909099054,127.4437693126,닭,육계,41000,2025-08-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
2db8990edad8d2c1f3700decc441700c,경기도,안성시,일죽 농장,경기도 안성시 일죽면 장암로 24-72,37.0807083126801,127.470079331079,닭,산란계,30000,2026-02-26,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
49dde4b5f3a3142d9db8e58ee598d6ac,경기도,안성시,일죽 농장,경기도 안성시 일죽면 장암리 35번지 3호,37.0807076854,127.4700951915,닭,산란계,30000,2021-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
d3c50260bbf6df8fc28a70328f1f5478,경기도,안성시,장동농장,경기도 안성시 보개면 동평리 25번지,37.0852689,127.3297613,오리,,20000,2018-12-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
b279e60c749bb20dee8766c9ff1d6572,경기도,안성시,장수농장,경기도 안성시 미양면 고지1길 131-52,36.9554434034,127.2197127171,닭,육계,0,2025-08-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
edd8270725540fa4ada9a11cf75e0413,경기도,안성시,장수농장,경기도 안성시 미양면 고지리 69번지 4호,36.9556448836,127.2220532058,닭,산란계,51700,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
20a075bbc9c66a56f2cb92f95bbebddc,경기도,안성시,장수농장,경기도 안성시 원곡면 성주리 123번지,37.0860082,127.1691576,닭,산란계,16000,2020-11-30,2025-12-10,,0,77.3,-9.9,3.1,1.9857142857142858
70643b237d4e8c7a42e0930e8c0c354a,경기도,안성시,장수농장,경기도 안성시 일죽면 산북리 156번지,37.0801336,127.507022,닭,산란계,27000,2018-10-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
1b187c53a0dcf2b2bac9374186f8eb57,경기도,안성시,재성농장,경기도 안성시 미양면 고지리 산 93번지 1호,36.95633360137,127.221621287685,닭,육계,50000,2020-04-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
d389c19da21f62857fa1f1ca24a566a2,경기도,안성시,재수농장,경기도 안성시 서운면 양촌리 297번지 1호,36.949163289,127.2591069203,닭,육계,30000,2021-09-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
b1c8796532f9ff6f4896607b5ade3a35,경기도,안성시,정기농장,경기도 안성시 보개면 신안리 92번지 2호,37.0537062475,127.3161134252,닭,육계,2000,2021-06-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
fdfb0152481c18db5c7b95e705b129b8,경기도,안성시,정훈농장,경기도 안성시 서운면 사갑1길 245,36.9271803166707,127.240109728297,닭,산란계,126000,2026-02-26,2025-12-10,,0,81.0,-10.1,3.2,1.1
a753a1a509c6d31c41849a3c6106ac84,경기도,안성시,정훈농장,경기도 안성시 서운면 신흥리 265번지 1호,36.9278756929,127.2399397515,닭,산란계,55000,2021-11-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
478b8f3ed5f34647da5411f87441613c,경기도,안성시,정훈축산,경기도 안성시 서운면 사갑1길 237-31,36.9262824124,127.2397089139,닭,산란계,55000,2025-05-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
33c8ba16d46848f1b57ce69a7ed3dad3,경기도,안성시,정훈축산,경기도 안성시 서운면 신흥리 산 25번지,36.9259914028,127.2398226429,닭,산란계,55000,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
b914b1fbaf1853d95fe7bef841d0b622,경기도,안성시,제2대화 오리농장 DHD,"경기도 안성시 일죽면 죽화로 278-19 (,612-1외 1필지)",37.1051952607,127.4564000956,오리,오리,20000,2025-05-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
f80c9fec1ed3683914bcfd4f42cf908d,경기도,안성시,제2대화 오리농장 DHD,"경기도 안성시 일죽면 화곡리 611번지 ,612-1외 1필지",37.1051952607,127.4564000956,오리,,20000,2025-07-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
0ce624e98a5cdf6d475f8ecccbfbe2a0,경기도,안성시,제일농장,경기도 안성시 미양면 정동리 504번지 15호,36.9770186592,127.1964932492,닭,육계,30000,2021-06-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
a2f63ad3c2f04f8a1c09f8500745b5c0,경기도,안성시,제일농장,경기도 안성시 미양면 중앙배수1길 148-24,36.9770211832769,127.196490059876,닭,육계,30000,2026-02-26,2025-12-10,,0,81.0,-10.1,3.2,1.1
e5b172be7ee98dbe8a5a0b4313f258f3,경기도,안성시,조아라 한약닭 농장,경기도 안성시 삼죽면 진촌리 511번지 2호,37.0523428297,127.3607997698,닭,육계,20000,2021-09-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
926b4b30fa308d91c374888f23d1f9c2,경기도,안성시,조아라 한약닭 농장,경기도 안성시 삼죽면 진촌진말길 29,37.0523429886786,127.36080132329,닭,육계,20000,2025-04-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
fca9bc354ec4c20ddc31e4dcec2efc46,경기도,안성시,종영농장,경기도 안성시 금광면 장죽리 330번지,36.9625052,127.3175129,닭,육계,100,2018-08-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
f6a6052913ffeb81265682924d11ae2b,경기도,안성시,주안농장,경기도 안성시 보개면 이전봉산길 31-87,37.0569077806,127.2861192576,닭,육계,0,2025-08-31,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
ec5cc4a8e3fa31e2ae3463a0964351c7,경기도,안성시,주은농장,경기도 안성시 현수동 47번지,36.9985558,127.278095,오리,,10000,2020-06-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
45344f143178c9098401452895c056d9,경기도,안성시,주주농축산,경기도 안성시 일죽면 신흥리 865번지 1호,37.1239558,127.4684913,닭,육계,85000,2018-04-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
a4318ca48fb7ec5bc9953f9093d155fe,경기도,안성시,준 농장,경기도 안성시 미양면 강덕리 154번지 2호,36.9495113123,127.2362272079,닭,육계,61400,2021-06-30,2025-12-10,,0,81.0,-10.1,3.2,1.1
c88c0f721d1c63a9f2ec683ceb49dc0a,경기도,안성시,준 농장,경기도 안성시 미양면 서변1길 55-24,36.949497460325,127.236181023,닭,육계,61400,2026-01-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
9e4e6ab1d45c79df7661fe2225e74ff0,경기도,안성시,중대농장,경기도 안성시 보개면 불현리 산 119번지 1호,37.0266737702695,127.279179746112,닭,산란계,2300,2025-05-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
312e70ecdcb5d4eff348a04bbd741ed6,경기도,안성시,중영농장,경기도 안성시 미양면 고지리 210번지 1호,36.9569289121,127.2123660326,오리,,20000,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
fdc3dea79d73a18d2581477e27122c2e,경기도,안성시,지현농장,경기도 안성시 금광면 구송동길 54,36.9973340479293,127.304892789259,닭,산란계,300,2026-02-26,2025-12-10,,0,81.0,-10.1,3.2,1.1
52a0d9f86f188110088d76769b739f63,경기도,안성시,지현농장,경기도 안성시 금광면 내우리 103번지 2호,36.9974923418,127.3046731232,닭,산란계,300,2021-07-31,2025-12-10,,0,81.0,-10.1,3.2,1.1
76df663389ecc99121559317da23e2fb,경기도,안성시,진가네농장,경기도 안성시 대덕면 삼한리 593번지 1호,37.0613151213,127.2747474306,닭,육계,40000,2021-11-30,2025-12-10,,0,83.4,-10.8,4.0,0.9714285714285714
