farm_id,farm_code,name,address,lat,lng,livestock_type,livestock_count,livestock_unit,created_at,updated_at
654c3675eb41178d3349ea656f2c09a7,ANSEONG-224,우리농장,경기도 안성시 보개면 내방리 19번지 외6필지,37.0268802,127.3130132,오리,8000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
1e807757af4ef3249baa755798b8b9c6,ANSEONG-225,원범농장,경기도 안성시 양성면 장서리 175번지,37.1043512649,127.2167952354,닭-육계,40000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
72a5ab1cb09df32f8b5d0713becb1c5f,ANSEONG-226,유신농장,경기도 안성시 일죽면 송천리 473번지 0호,37.0895477,127.4700804,닭-육계,4500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
4021d2f059150eedeb5b5439700b03b5,ANSEONG-227,유원농장,경기도 안성시 공도읍 승두리 7번지 1호,36.996219,127.1743317,닭-육계,32000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
3ba5651cd08507ffeba64a38d1d3e133,ANSEONG-228,유화농장,경기도 안성시 보개면 동문이길 60,36.9995563011,127.2938110734,닭-산란계,37500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
9f182e7d0713fe3f164b15d98578f953,ANSEONG-229,유화농장,경기도 안성시 보개면 동신리 650번지,36.9995563011,127.2938110734,닭-산란계,37500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
d60e53225a8683d6cd15e287aed53e93,ANSEONG-230,유화농장,경기도 안성시 보개면 동신리 655번지,36.9996672,127.2956244,닭-산란계,50000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
613a8fec362ec7c61ff75c91999c15bd,ANSEONG-231,육계농장,경기도 안성시 보개면 상삼리 54번지 2호,37.0220493436,127.3302544343,닭-육계,50000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
15c255b05de789c862b0ed8c0f1f933c,ANSEONG-232,은영농장,경기도 안성시 미양면 강덕리 12번지,36.9601013699,127.231337995,닭-육계,90000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
098544004ef0a5e933e7f93372eba8cd,ANSEONG-233,은영농장,경기도 안성시 미양면 양변길 149,36.9601013699,127.231337995,닭-육계,90000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
141802159490098a081fef4ddb7c559b,ANSEONG-234,이삼농장,경기도 안성시 삼죽면 율곡리 905번지 2호,37.0990691004,127.3575183117,닭-산란계,58000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
feae1c9a01c5e7ad370f80831d3caf05,ANSEONG-235,이삼농장,경기도 안성시 삼죽면 품곡길 158-14,37.0927657175,127.3579471154,닭-산란계,58000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
38efdb0c9c6f4bc990d46eb7018b2c10,ANSEONG-236,인주종계장,경기도 안성시 공도읍 진사2길 34-32,36.990882035,127.1503303642,닭-종계,182500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
f77114644f8c8ef5b6189cdf8b1c9ace,ANSEONG-237,인주종계장,경기도 안성시 공도읍 진사리 376번지,36.990882035,127.1503303642,닭-산란계,182500,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
11ae02937892ca083929516d69ada940,ANSEONG-238,일월농장,경기도 안성시 일죽면 월정리 1423번지,37.0909099054,127.4437693126,닭-육계,41000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
2db8990edad8d2c1f3700decc441700c,ANSEONG-239,일죽 농장,경기도 안성시 일죽면 장암로 24-72,37.0807083126801,127.470079331079,닭-산란계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
49dde4b5f3a3142d9db8e58ee598d6ac,ANSEONG-240,일죽 농장,경기도 안성시 일죽면 장암리 35번지 3호,37.0807076854,127.4700951915,닭-산란계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
d3c50260bbf6df8fc28a70328f1f5478,ANSEONG-241,장동농장,경기도 안성시 보개면 동평리 25번지,37.0852689,127.3297613,오리,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
b279e60c749bb20dee8766c9ff1d6572,ANSEONG-242,장수농장,경기도 안성시 미양면 고지1길 131-52,36.9554434034,127.2197127171,닭-육계,0,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
edd8270725540fa4ada9a11cf75e0413,ANSEONG-243,장수농장,경기도 안성시 미양면 고지리 69번지 4호,36.9556448836,127.2220532058,닭-산란계,51700,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
20a075bbc9c66a56f2cb92f95bbebddc,ANSEONG-244,장수농장,경기도 안성시 원곡면 성주리 123번지,37.0860082,127.1691576,닭-산란계,16000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
70643b237d4e8c7a42e0930e8c0c354a,ANSEONG-245,장수농장,경기도 안성시 일죽면 산북리 156번지,37.0801336,127.507022,닭-산란계,27000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
1b187c53a0dcf2b2bac9374186f8eb57,ANSEONG-246,재성농장,경기도 안성시 미양면 고지리 산 93번지 1호,36.95633360137,127.221621287685,닭-육계,50000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
d389c19da21f62857fa1f1ca24a566a2,ANSEONG-247,재수농장,경기도 안성시 서운면 양촌리 297번지 1호,36.949163289,127.2591069203,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
b1c8796532f9ff6f4896607b5ade3a35,ANSEONG-248,정기농장,경기도 안성시 보개면 신안리 92번지 2호,37.0537062475,127.3161134252,닭-육계,2000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
fdfb0152481c18db5c7b95e705b129b8,ANSEONG-249,정훈농장,경기도 안성시 서운면 사갑1길 245,36.9271803166707,127.240109728297,닭-산란계,126000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
a753a1a509c6d31c41849a3c6106ac84,ANSEONG-250,정훈농장,경기도 안성시 서운면 신흥리 265번지 1호,36.9278756929,127.2399397515,닭-산란계,55000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
478b8f3ed5f34647da5411f87441613c,ANSEONG-251,정훈축산,경기도 안성시 서운면 사갑1길 237-31,36.9262824124,127.2397089139,닭-산란계,55000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
33c8ba16d46848f1b57ce69a7ed3dad3,ANSEONG-252,정훈축산,경기도 안성시 서운면 신흥리 산 25번지,36.9259914028,127.2398226429,닭-산란계,55000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
b914b1fbaf1853d95fe7bef841d0b622,ANSEONG-253,제2대화 오리농장 DHD,"경기도 안성시 일죽면 죽화로 278-19 (,612-1외 1필지)",37.1051952607,127.4564000956,오리,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
f80c9fec1ed3683914bcfd4f42cf908d,ANSEONG-254,제2대화 오리농장 DHD,"경기도 안성시 일죽면 화곡리 611번지 ,612-1외 1필지",37.1051952607,127.4564000956,오리,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
0ce624e98a5cdf6d475f8ecccbfbe2a0,ANSEONG-255,제일농장,경기도 안성시 미양면 정동리 504번지 15호,36.9770186592,127.1964932492,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
a2f63ad3c2f04f8a1c09f8500745b5c0,ANSEONG-256,제일농장,경기도 안성시 미양면 중앙배수1길 148-24,36.9770211832769,127.196490059876,닭-육계,30000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
e5b172be7ee98dbe8a5a0b4313f258f3,ANSEONG-257,조아라 한약닭 농장,경기도 안성시 삼죽면 진촌리 511번지 2호,37.0523428297,127.3607997698,닭-육계,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
926b4b30fa308d91c374888f23d1f9c2,ANSEONG-258,조아라 한약닭 농장,경기도 안성시 삼죽면 진촌진말길 29,37.0523429886786,127.36080132329,닭-육계,20000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
fca9bc354ec4c20ddc31e4dcec2efc46,ANSEONG-259,종영농장,경기도 안성시 금광면 장죽리 330번지,36.9625052,127.3175129,닭-육계,100,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
f6a6052913ffeb81265682924d11ae2b,ANSEONG-260,주안농장,경기도 안성시 보개면 이전봉산길 31-87,37.0569077806,127.2861192576,닭-육계,0,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
ec5cc4a8e3fa31e2ae3463a0964351c7,ANSEONG-261,주은농장,경기도 안성시 현수동 47번지,36.9985558,127.278095,오리,10000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
45344f143178c9098401452895c056d9,ANSEONG-262,주주농축산,경기도 안성시 일죽면 신흥리 865번지 1호,37.1239558,127.4684913,닭-육계,85000,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
a4318ca48fb7ec5bc9953f9093d155fe,ANSEONG-263,준 농장,경기도 안성시 미양면 강덕리 154번지 2호,36.9495113123,127.2362272079,닭-육계,61400,마리,2026-07-03 22:48:34+09:00,2026-07-03 22:50:53+09:00
